Rayman Origins;87;8.5;PlayStation 3;November 15, 2011;/game/playstation-3/rayman-origins;https://static.metacritic.com/images/products/games/2/f409d236a3d33abc23bc636960170f4e-98.jpg
MLB 12: The Show;87;7.9;PlayStation 3;March 6, 2012;/game/playstation-3/mlb-12-the-show;https://static.metacritic.com/images/products/games/5/98b350ef090efe24de6856b2ec5ee5db-98.jpg
Wipeout HD;87;8.1;PlayStation 3;September 25, 2008;/game/playstation-3/wipeout-hd;https://static.metacritic.com/images/products/games/6/563e8fa8e16d561de5552beae15a8ed4-98.jpg
Resistance 2;87;6.2;PlayStation 3;November 4, 2008;/game/playstation-3/resistance-2;https://static.metacritic.com/images/products/games/3/6b2b9103092fbaf4a37845b763610e65-98.jpg
flower;87;8.5;PlayStation 3;February 12, 2009;/game/playstation-3/flower;https://static.metacritic.com/images/products/games/8/66ba3eac99728f7a12dd3911d561be50-98.jpg
Dark Souls II: Crown of the Ivory King;87;8.4;PlayStation 3;September 30, 2014;/game/playstation-3/dark-souls-ii-crown-of-the-ivory-king;https://static.metacritic.com/images/products/games/6/838de54d9b0d7f85a03560d6a48d4906-98.jpg
PixelJunk Shooter;87;8.0;PlayStation 3;December 10, 2009;/game/playstation-3/pixeljunk-shooter;https://static.metacritic.com/images/products/games/3/4336bebf81898fc69b28f9e5b3492b50-98.jpg
Bayonetta;87;7.7;PlayStation 3;January 5, 2010;/game/playstation-3/bayonetta;https://static.metacritic.com/images/products/games/3/4335fdd8969ff082e090004f4219fb58-98.jpg
Ratchet & Clank Future: A Crack in Time;87;8.9;PlayStation 3;October 27, 2009;/game/playstation-3/ratchet-clank-future-a-crack-in-time;https://static.metacritic.com/images/products/games/7/ffc0057bd1dd4845f48ff4031852c189-98.jpg
Unreal Tournament III;86;7.7;PlayStation 3;December 11, 2007;/game/playstation-3/unreal-tournament-iii;https://static.metacritic.com/images/products/games/7/7a6a42cbb371b317b28b7f9b2b6c9fd7-98.jpg
DJ Hero 2;86;7.8;PlayStation 3;October 19, 2010;/game/playstation-3/dj-hero-2;https://static.metacritic.com/images/products/games/7/2655d3e5cfef6cac94545b4148abf085-98.jpg
UFC Undisputed 3;86;7.5;PlayStation 3;February 14, 2012;/game/playstation-3/ufc-undisputed-3;https://static.metacritic.com/images/products/games/4/d44561dea8ecd5cd8d635bb12138b1b2-98.jpg
Valkyria Chronicles;86;8.8;PlayStation 3;November 4, 2008;/game/playstation-3/valkyria-chronicles;https://static.metacritic.com/images/products/games/8/ec0610fc7548632b721a532117e1dc41-98.jpg
Resistance: Fall of Man;86;8.0;PlayStation 3;November 14, 2006;/game/playstation-3/resistance-fall-of-man;https://static.metacritic.com/images/products/games/9/d7f435a4c9dcc1ea919acc8fa27dbd9a-98.jpg
Guitar Hero: Metallica;86;8.2;PlayStation 3;March 29, 2009;/game/playstation-3/guitar-hero-metallica;https://static.metacritic.com/images/products/games/3/85c70a9f1792f1e5f55e3b602a6d8d16-98.jpg
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien;86;8.0;PlayStation 3;March 5, 2013;/game/playstation-3/bittrip-presentsrunner2-future-legend-of-rhythm-alien;https://static.metacritic.com/images/products/games/8/05bcb3bce37121eccf7492b02b84027e-98.jpg
NHL 12;86;7.5;PlayStation 3;September 13, 2011;/game/playstation-3/nhl-12;https://static.metacritic.com/images/products/games/0/3128de66e27a3f1c97bfb7cbacbfc6f3-98.jpg
Street Fighter III: Third Strike Online Edition;86;7.2;PlayStation 3;August 23, 2011;/game/playstation-3/street-fighter-iii-third-strike-online-edition;https://static.metacritic.com/images/products/games/5/e9a00636fa22d621a4091389b1713514-98.jpg
Minecraft: PlayStation 3 Edition;86;6.8;PlayStation 3;December 17, 2013;/game/playstation-3/minecraft-playstation-3-edition;https://static.metacritic.com/images/products/games/6/553293838614ca362bb621733bc2b93c-98.jpg
Joe Danger;86;7.7;PlayStation 3;June 8, 2010;/game/playstation-3/joe-danger;https://static.metacritic.com/images/products/games/8/d8ef73b44eae652481f33a8f63dace21-98.jpg
Diablo III;86;6.4;PlayStation 3;September 3, 2013;/game/playstation-3/diablo-iii;https://static.metacritic.com/images/products/games/5/4b5b6fc1c7e6f1f17597d351b3dba971-98.jpg
Rocksmith 2014 Edition;86;8.2;PlayStation 3;October 22, 2013;/game/playstation-3/rocksmith-2014-edition;https://static.metacritic.com/images/products/games/0/67427b7ebe675e0ca213c5293f20dc01-98.jpg
DJ Hero;86;7.5;PlayStation 3;October 27, 2009;/game/playstation-3/dj-hero;https://static.metacritic.com/images/products/games/3/790fcd49fce71f4a2f39777fe9eec05d-98.jpg
FIFA 14;86;4.3;PlayStation 3;September 24, 2013;/game/playstation-3/fifa-14;https://static.metacritic.com/images/products/games/8/488075bc9d79a00409a1c1bac2331b46-98.jpg
