The Legend of Zelda: Breath of the Wild;96;8.3;Wii U;March 3, 2017;/game/wii-u/the-legend-of-zelda-breath-of-the-wild;https://static.metacritic.com/images/products/games/1/fa623f980d44795931b47cee835b1e9e-98.jpg
Super Mario 3D World;93;8.9;Wii U;November 22, 2013;/game/wii-u/super-mario-3d-world;https://static.metacritic.com/images/products/games/1/dfdc874140ce4ae3309a2d5a8be43a0b-98.jpg
Super Smash Bros. for Wii U;92;8.9;Wii U;November 21, 2014;/game/wii-u/super-smash-bros-for-wii-u;https://static.metacritic.com/images/products/games/2/16c5274896a7b7bebc8705b51bb427dc-98.jpg
Rayman Legends;92;8.8;Wii U;September 3, 2013;/game/wii-u/rayman-legends;https://static.metacritic.com/images/products/games/2/aeb2e45b1c99f4293195a84abaab0c04-98.jpg
Bayonetta 2;91;8.9;Wii U;September 20, 2014;/game/wii-u/bayonetta-2;https://static.metacritic.com/images/products/games/6/6a766bb02b7f6576ea561c7271f2f9dc-98.jpg
The Legend of Zelda: The Wind Waker HD;90;9.0;Wii U;September 20, 2013;/game/wii-u/the-legend-of-zelda-the-wind-waker-hd;https://static.metacritic.com/images/products/games/6/016c07e7f038420da60792f9e254e889-98.jpg
Mario Kart 8 DLC Pack 2;90;8.9;Wii U;April 23, 2015;/game/wii-u/mario-kart-8-dlc-pack-2;https://static.metacritic.com/images/products/games/9/fe592dfd46b6e06e9bd9d44890d16d73-98.jpg
Guacamelee! Super Turbo Championship Edition;90;7.7;Wii U;July 2, 2014;/game/wii-u/guacamelee!-super-turbo-championship-edition;https://static.metacritic.com/images/products/games/3/3aa624e3fbee943ed4272e869f796615-98.jpg
Skylanders Swap Force;89;6.1;Wii U;October 13, 2013;/game/wii-u/skylanders-swap-force;https://static.metacritic.com/images/products/games/9/390afaba9647dfd80bcaee454fe51a7c-98.jpg
Axiom Verge;89;8.5;Wii U;September 1, 2016;/game/wii-u/axiom-verge;https://static.metacritic.com/images/products/games/6/023f973a042187ab7a7af72614e4eef4-98.jpg
Deus Ex: Human Revolution - Director's Cut;88;8.5;Wii U;October 22, 2013;/game/wii-u/deus-ex-human-revolution---directors-cut;https://static.metacritic.com/images/products/games/9/89d164c908d4b5b459991c725e1aefcf-98.jpg
Mario Kart 8;88;8.8;Wii U;May 30, 2014;/game/wii-u/mario-kart-8;https://static.metacritic.com/images/products/games/8/b3d971bbd52b54c7d4821d02827ce335-98.jpg
Super Mario Maker;88;8.8;Wii U;September 11, 2015;/game/wii-u/super-mario-maker;https://static.metacritic.com/images/products/games/4/a505b22d59b1d61711def4e0ac987f62-98.jpg
Shovel Knight;88;8.4;Wii U;June 26, 2014;/game/wii-u/shovel-knight;https://static.metacritic.com/images/products/games/0/5c453348cdd4d31871e626aaed5e0438-98.jpg
Mario Kart 8 DLC Pack 1;87;8.9;Wii U;November 13, 2014;/game/wii-u/mario-kart-8-dlc-pack-1;https://static.metacritic.com/images/products/games/5/118b5bb07f769a378f79b7adffe335d1-98.jpg
Skylanders SuperChargers;87;5.7;Wii U;September 20, 2015;/game/wii-u/skylanders-superchargers;https://static.metacritic.com/images/products/games/0/2a6b18c7fa8c4507ccb7458a0d5e6d5e-98.jpg
SteamWorld Heist;87;7.9;Wii U;October 20, 2016;/game/wii-u/steamworld-heist;https://static.metacritic.com/images/products/games/2/58a523690499726d475c2515bbc00d36-98.jpg
Pikmin 3;87;8.7;Wii U;August 4, 2013;/game/wii-u/pikmin-3;https://static.metacritic.com/images/products/games/0/3d403326432b96a6ff35727634de8504-98.jpg
Need for Speed: Most Wanted U;86;7.5;Wii U;March 19, 2013;/game/wii-u/need-for-speed-most-wanted-u;https://static.metacritic.com/images/products/games/7/431ef725f2331790e17d391704f36cd4-98.jpg
Bayonetta;86;8.8;Wii U;October 24, 2014;/game/wii-u/bayonetta;https://static.metacritic.com/images/products/games/9/56a9e34d5552bbb114556c60a11ceeb5-98.jpg
Gunman Clive HD Collection;86;8.2;Wii U;September 3, 2015;/game/wii-u/gunman-clive-hd-collection;https://static.metacritic.com/images/products/games/8/91adeee1dd8842a039928a56463ba069-98.jpg
The Legend of Zelda: Twilight Princess HD;86;8.5;Wii U;March 4, 2016;/game/wii-u/the-legend-of-zelda-twilight-princess-hd;https://static.metacritic.com/images/products/games/2/dc811adf266ad20dbdaf233e4ae2d677-98.jpg
Mass Effect 3: Special Edition;85;7.7;Wii U;November 13, 2012;/game/wii-u/mass-effect-3-special-edition;https://static.metacritic.com/images/products/games/4/f5a751518ecb7589c2321009bd14c44e-98.jpg
Assassin's Creed III;85;7.2;Wii U;November 18, 2012;/game/wii-u/assassins-creed-iii;https://static.metacritic.com/images/products/games/8/13d9da941e1ba077d146fc69eeeb4f2a-98.jpg
NBA 2K13;85;7.1;Wii U;November 18, 2012;/game/wii-u/nba-2k13;https://static.metacritic.com/images/products/games/8/dfffc789b273d40ceaecc928369d0b85-98.jpg
Darksiders II;85;7.7;Wii U;November 18, 2012;/game/wii-u/darksiders-ii;https://static.metacritic.com/images/products/games/5/e88a915a70c588d685da22bc8121443a-98.jpg
Batman: Arkham City - Armored Edition;85;8.5;Wii U;November 18, 2012;/game/wii-u/batman-arkham-city---armored-edition;https://static.metacritic.com/images/products/games/7/d25020edb124de834beae83921e3a089-98.jpg
Shantae and the Pirate's Curse;85;8.7;Wii U;December 25, 2014;/game/wii-u/shantae-and-the-pirates-curse;https://static.metacritic.com/images/products/games/8/ed136b125a4e668d13a84a62aee96d5b-98.jpg
Freedom Planet;84;8.5;Wii U;August 20, 2015;/game/wii-u/freedom-planet;https://static.metacritic.com/images/products/games/1/ce0a2c55acf5aa4b171fdbd7be11d436-98.jpg
Trine 2: Director's Cut;84;7.9;Wii U;November 18, 2012;/game/wii-u/trine-2-directors-cut;https://static.metacritic.com/images/products/games/6/4ab752eae052eac473c86b37f0d6f83c-98.jpg
Child of Light;84;8.5;Wii U;April 29, 2014;/game/wii-u/child-of-light;https://static.metacritic.com/images/products/games/1/6aabba5716c191a10888fdc68d1cc4aa-98.jpg
Xenoblade Chronicles X;84;9.1;Wii U;December 4, 2015;/game/wii-u/xenoblade-chronicles-x;https://static.metacritic.com/images/products/games/7/d0e4dc971eb28ad44da142895b0928b6-98.jpg
Mutant Mudds Deluxe;84;7.3;Wii U;June 13, 2013;/game/wii-u/mutant-mudds-deluxe;https://static.metacritic.com/images/products/games/7/a133fa44874128e10e94e3a11406eaf3-98.jpg
