ROCKSMITH 2014 EDITION;87;7.5;Xbox 360;Ubisoft;Ubisoft;Oct 22, 2013;Rocksmith 2014 Edition lets players plug in any electric guitar or bass directly into your system and begin learning guitar with the Rocksmith Method.;30 ;Action,Miscellaneous,Rhythm,Music,Music
HALO 4;87;7.1;Xbox 360;Microsoft Game Studios;343 Industries;Nov 6, 2012;Master Chief re-emerges to battle an ancient evil force determined to wreak vengeance and annihilation. Shipwrecked on a mysterious world, faced with new enemies and deadly technology, the universe won't ever be the same. Enlist aboard the Infinity to experience Halo's original multiplayer… Expand;87 ;Shooter,Sci-Fi,Sci-Fi,Action,Shooter,First-Person,Arcade
FIFA SOCCER 09;87;7.9;Xbox 360;EA Sports;EA Canada;Oct 13, 2008;Powered by the third generation of the EA SPORTS football engine, FIFA 09 features more than 250 core gameplay additions and enhancements that deliver the most responsive, intelligent and realistic action ever for the series. Enjoy turning defenders with more controlled dribbling and ball… Expand;51 ;Sports,Traditional,Team,Soccer,Sim,Sim
IKARUGA;87;7.9;Xbox 360;Microsoft Game Studios;Treasure;Apr 9, 2008;[Xbox Live Arcade] Treasure's award-winning scrolling shooter brings a tactical twist to the genre with its yin-and-yang gameplay: the color of your ship determines your effect on enemies. In this polarized system, enemy ships and their bullets are one of two colors. Attack an enemy of the… Expand;34 ;Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical
MASS EFFECT 2: LAIR OF THE SHADOW BROKER;87;8.5;Xbox 360;Electronic Arts;BioWare;Sep 7, 2010;Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped... and the Shadow Broker's agents will do anything to stop her. Team up with Liara and chase clues from the luxurious heights of Illium to the Shadow… Expand;19 ;Role-Playing,Action RPG,Action RPG
DIRT 3;87;7.1;Xbox 360;Codemasters;Codemasters;May 24, 2011;Dirt 3 takes Codemasters' off-road series back to its rallying roots.;81 ;Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile
RED DEAD REDEMPTION: UNDEAD NIGHTMARE PACK;87;8.5;Xbox 360;Rockstar Games ;Rockstar San Diego;Oct 26, 2010;Red Dead Redemption: Undead Nightmare Pack brings more adventures and challenges to the Red Dead universe.;49 ;Action Adventure,Historic,General,Historic,Open-World
CALL OF DUTY: BLACK OPS;87;6.6;Xbox 360;Activision;Treyarch;Nov 9, 2010;Treyarch is developing the next installment in the Call of Duty franchise, rumored to be set during the Cold War.;89 ;Action,Shooter,Shooter,First-Person,Historic,Tactical,Historic,Arcade
FIGHT NIGHT ROUND 4;87;8.1;Xbox 360;EA Sports;EA Canada;Jun 23, 2009;Featuring a re-written gameplay engine, EA Sports Fight Night Round 4 adds a variety of fighting styles and boxer differentiation to authentically emulate the greatest fighters of all time. Pressure your opponent with the brawling inside style of young Mike Tyson, bobbing and weaving to set… Expand;76 ;Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts
BIT.TRIP PRESENTS...RUNNER2: FUTURE LEGEND OF RHYTHM ALIEN;87;7.4;Xbox 360;Aksys Games;Gaijin Games;Feb 27, 2013;Runner 2 - Future Legend of Rhythm Alien is inspired by the Bit.Trip series originally released on Nintendo platforms.;11 ;Action,Miscellaneous,Rhythm,Music,Music
