GOLDENEYE 007;81;7.7;Activision;Eurocom Entertainment Software;Nov 2, 2010;Developed exclusively for Wii and based on the GoldenEye film, GoldenEye 007 gives players the chance to use the lethal, gritty style of Daniel Craig's James Bond to outwit, outmaneuver and overtake an arms syndicate that threatens the world in an innovative, modern take on the legendary… Expand;79 ;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade
MADWORLD;81;8.6;Sega;PlatinumGames;Mar 10, 2009;MadWorld is a game with highly stylized black and white graphics, over-the-top violence and visceral action which incorporating a layer of unexpected, irreverent comedy that makes the experience unlike any other. In MadWorld, Varrigan City is under siege by a terrorist group simply known as… Expand;74 ;Action,Beat-'Em-Up,Beat-'Em-Up,3D
EA SPORTS ACTIVE;81;8.2;EA Sports;EA Canada;May 19, 2009;EA SPORTS Active is a customizable fitness program. Working out with a friend is a great way to stay motivated. That's why EA SPORTS Active features a Multiplayer mode. The split-screen view allows you and a buddy to work out side-by-side. And if you’re up for some butt-kicking, Multiplayer… Expand;27 ;Sports,Miscellaneous,General,Exercise / Fitness
MADDEN NFL 07;81;8.0;EA Sports;EA Canada;Nov 14, 2006;With the exclusive video game license of the NFL and its players, and currently in its 17th installment, Madden NFL 07 puts you in control the running game like never before. For the first time ever, step up as the lead blocker to create a hole, and then take control of the tailback and… Expand;35 ;Sports,Traditional,Team,Football,Sim,Sim
ESCAPEVEKTOR: CHAPTER 1;81;7.2;Nnooo;Nnooo;Sep 29, 2011;Help Vektor escape the clutches of the evil CPU & its army of Patrols, Hunters and Interceptors.Vektor has been locked inside your Central Processing Unit. He is not sure how he got there or how long he has been there but he needs your help to escape. The CPU has disabled Vektor's… Expand;7 ;Miscellaneous,Action Adventure,Puzzle,Action,Modern
LOSTWINDS;81;3.3;Frontier Developments;Frontier Developments;May 12, 2008;[WiiWare] LostWinds is a fresh, enchanting adventure that lets you wield the awesome powers of Enril the wind Spirit - from raging tornados to the gentlest breeze – to guide and protect Toku, a young boy who is the only one who can help you release the curse placed upon the world of… Expand;38 ;Action,Platformer,Platformer,2D,2D
SONIC THE HEDGEHOG 4: EPISODE I;81;6.4;Sega;Sonic Team;Oct 11, 2010;Sonic is back for his fourth installment in the classic 2D series, revamped from the ground up.;13 ;Action,General,Platformer,Platformer,2D,2D
MURAMASA: THE DEMON BLADE;81;8.3;Ignition Entertainment;Vanillaware;Sep 8, 2009;Based on ancient Japanese lore, Murumasa: The Demon Blade plunges players into the mystical Genroku era, ruled by the skilled shogun Tsunayoshi Tokogawa. But this culture is threatened; Tokogawa’s thirst for power leads to a conflict over the enormously powerful, though cursed, Demon Blades.… Expand;58 ;Role-Playing,Action RPG,Action RPG
TIGER WOODS PGA TOUR 09 ALL-PLAY;81;8.3;Electronic Arts;EA Tiburon;Aug 26, 2008;Tiger Woods PGA Tour 09 All-Play features personalized coaching from Tiger Woods' personal coach, Hank Haney and all types of gamers can pick up this game and have a fun and challenging experience. The game features new graphics and user interface while also incorporating interactive and… Expand;18 ;Sports,Traditional,Individual,Golf,Sim,Sim
SKYLANDERS: SPYRO'S ADVENTURE;81;5.9;Activision;Toys for Bob;Oct 16, 2011;The small purple dragon returns, bringing with him new friends in this peripheral-based adventure.;11 ;Action,Platformer,Platformer,3D,3D
RAGE OF THE GLADIATOR;81;7.9;Ghostfire Games;Ghostfire Games;Mar 15, 2010;[WiiWare] In Rage of the Gladiator, you are fighting for your life in an arena. Armed with your magical warhammer and a trusty shield, you must defeat fantastic bosses including a Chimera, Beholder, and a Dragon. The game is a series of epic boss-battles. There are no 'fodder' enemies – its… Expand;24 ;Action,General,Beat-'Em-Up,Beat-'Em-Up,2D
LEGO STAR WARS: THE COMPLETE SAGA;80;8.6;LucasArts;Traveller's Tales;Nov 6, 2007;From the Trade Federation's "negotiations" with Obi-Wan Kenobi and Qui-Gon Jinn in The Phantom Menace to the space battle above Endor in Return of the Jedi, The Complete Saga allows players to kick some brick through 36 Story Mode levels, including Episode II's newly added high-speed pursuit… Expand;17 ;Action,Miscellaneous,General,General,Compilation
WII SPORTS RESORT;80;8.2;Nintendo;Nintendo;Jul 26, 2009;Wii Sports Resort is a collection of fun sports games that anyone can pick up and play. This sequel to the popular Wii Sports makes use of the Wii MotionPlus accessory, which gives players the most responsive and realistic experience possible. The Wii MotionPlus accessory, which is included… Expand;73 ;Sports,General,General,Individual,Athletics
RED STEEL 2;80;8.5;Ubisoft;Ubisoft Paris;Mar 23, 2010;Red Steel 2 returns with an artistic style and flair created just for Wii. Set in a desert-bound, high-tech metropolis, Red Steel 2 promises to be a revolution in the action-fighting genre, taking full advantage of the capabilities of the Wii MotionPlus accessory. Your movements are… Expand;73 ;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade
WII FIT PLUS;80;7.5;Nintendo;Nintendo;Oct 4, 2009;Wii Fit Plus is the new, enhanced version of the original Wii Fit software, packed with every feature and exercise from the original Wii Fit in addition to new exercises, balance games and tools to personalize your exercise routine. Workouts combine the original Wii Fit activities and… Expand;33 ;Sports,Miscellaneous,Alternative,General,Exercise / Fitness,Other
CALL OF DUTY: BLACK OPS;80;6.2;Activision;Treyarch;Nov 9, 2010;Treyarch is developing the next installment in the Call of Duty franchise set during various Cold War conflicts.;25 ;Action,Shooter,Shooter,First-Person,Historic,Tactical,Historic,Arcade
EA SPORTS ACTIVE MORE WORKOUTS;80;tbd;Electronic Arts;Electronic Arts;Nov 17, 2009;Visit a tropical resort and blast those abs in EA Sports Active: More Workouts.;15 ;Sports,Miscellaneous,General,Exercise / Fitness
A BOY AND HIS BLOB;80;8.4;Majesco Games ;WayForward;Oct 13, 2009;In a boy and his blob, an evil emperor has seized the throne of Blobolonia, and the fate of its inhabitants lies in the hands of the blob and a young boy he encounters when he crash lands on Earth. Playing the part of the boy, gamers must work together with their new blob friend to solve… Expand;43 ;Action,Miscellaneous,Platformer,Puzzle,Puzzle,Platformer,2D,General,2D
BIT.TRIP BEAT;80;8.4;Nintendo ;Gaijin Games;Mar 16, 2009;[WiiWare] BIT.TRIP BEAT is a rhythm game that brings retro action into the present, letting you use the motion-sensing Wii Remote controller to bounce beats. Retro visuals, classic game play, four-player multiplayer and an 8-bit soundtrack will get you in the zone and rock your world. The… Expand;15 ;Action,Miscellaneous,Rhythm,Music,Music
TRAUMA CENTER: SECOND OPINION;80;8.0;Atlus;Atlus;Nov 14, 2006;Trauma Center: Second Opinion is NOT a quick-and-dirty port of the DS title "Trauma Center: Under the Knife." It has new graphics and animation; new surgical implements and operation types; a second playable character with new missions; multiple difficulty modes; and a revised control system… Expand;49 ;Action,Simulation,General,General,Virtual,Career
FIFA SOCCER 09 ALL-PLAY;80;8.4;EA Sports;EA Canada;Oct 28, 2008;Step onto the pitch and play a unique football experience exclusively for the Wii. Enjoy FIFA 09 All-Play one of two ways—a Wii-specific take on the classic ‘11 vs. 11’ simulation or over-the-top arcade action with Wii versions of your favorite football superstars. FIFA 09 All-Play is… Expand;18 ;Sports,Traditional,Team,Soccer,Sim,Sim
THE LAST STORY;80;8.5;XSEED Games;Mistwalker;Aug 14, 2012;The Last Story is a JRPG for the Wii console from Hironobu Sakaguchi that lets you take charge of a band of mercenaries and journey with them into a sprawling cinematic adventure. Enjoy the adventure alone in this epic Wii game or jump into online multiplayer modes with up to five other… Expand;61 ;Role-Playing,Action RPG,General,Action RPG
ROCK BAND;80;6.3;Electronic Arts ;Harmonix Music Systems;Jun 22, 2008;Play together in your living room or across the world! Rock Band offers deep online functionality, allowing players to rock together whether they’re in Rhode Island or Reykjavik. Major record labels and leading music publishers have signed on to provide unrivaled access to master recordings… Expand;21 ;Action,Miscellaneous,Rhythm,Music,Music
GEOMETRY WARS: GALAXIES;80;8.1;Sierra Entertainment;Bizarre Creations;Nov 20, 2007;Geometry Wars: Galaxies delivers an all new mission-based campaign where players blast-off on action-paced quests across the galaxy, defending solar systems one by one, defeating waves of alien enemies on new and classic Battle Grids. The controls have been optimized for Nintendo systems,… Expand;55 ;Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down
WII FIT;80;7.7;Nintendo;Nintendo;May 19, 2008;The active-play phenomenon started by Wii Sports now spreads to your whole body thanks to the pressure-sensitive Wii Balance Board (name not final), which comes packed with Wii Fit. The board is used for an extensive array of fun and dynamic activities, including aerobics, yoga, muscle… Expand;63 ;Sports,Miscellaneous,General,Exercise / Fitness
BIT.TRIP CORE;80;8.1;Nintendo ;Gaijin Games;Jul 6, 2009;[WiiWare] BIT.TRIP CORE continues the BIT.TRIP saga in this retro-arcade-style game. BIT.TRIP CORE adds up to an exciting action/rhythm game that's best played while zoning out on the tunes and letting the visuals swallow you whole. The experience is inspired by games from the '80s, but… Expand;21 ;Action,Miscellaneous,Rhythm,Music,Music
