MIGHTY SWITCH FORCE!;79;7.7;3DS;WayForward;WayForward;Dec 22, 2011;Space Hooligans have escaped custody and are wreaking havoc all over Planet Land! HQ calls on cybernetic peace-keeper Patricia Wagon to bring these renegades to justice. With the help of Corporal Gendarmor and her trusty Pellet Gun, there's nothing she can't handle. When the going gets… Expand;30 ;Action,Platformer,Platformer,2D,2D
MONSTER HUNTER STORIES;79;8.3;3DS;Capcom ;Capcom;Sep 8, 2017;When a monster strikes, the fearful hide, but the brave? They ride. Venture into monster nests to collect eggs and hatch a wide array of species with uniquely powerful skills. Form teams, battle alongside them, crush opponents with combo attacks, and ride into the sunset a champion. Need… Expand;53 ;Role-Playing,Action RPG,Japanese-Style
THE DENPA MEN: THEY CAME BY WAVE;78;7.5;3DS;Genius Sonority Inc.;Genius Sonority Inc.;Sep 27, 2012;The Denpa Men: They Came By Wave is a role-playing game in which you collect Denpa Men to form a party, and use this party to explore dungeons.;18 ;Role-Playing,General,General
METAL GEAR SOLID: SNAKE EATER 3D;78;7.9;3DS;Konami;Kojima Productions;Feb 21, 2012;In the aftermath of the Second World War, the world was torn in two between East and West. It was the beginning of a new era- the Cold War. October 16, 1962. The President of the United States received word that the Soviet Union had deployed nuclear missiles in Cuba. The world trembled in… Expand;46 ;Action Adventure,Modern,General,Modern
THEATRHYTHM FINAL FANTASY;78;7.8;3DS;Square Enix;indieszero;Jul 3, 2012;This year marks the 25th anniversary of FINAL FANTASY, and THEATRHYTHM FINAL FANTASY is the first music rhythm game in the history of the world famous franchise.Developed by rhythm game veteran indieszero, SQUARE ENIX brings more than 70 musical scores spanning 25 years to THEATRHYTHM… Expand;60 ;Action,Miscellaneous,Rhythm,Music,Music
FLUIDITY: SPIN CYCLE;78;6.6;3DS;Nintendo;Curve Studios;Dec 27, 2012;(Known as Hydroventure: Spin Cycle in the UK/EU) Fluidity: Spin Cycle lets players tilt, turn and even rotate their Nintendo 3DS system 360 degrees to maneuver a puddle of water named Eddy through a maze-like, magical world.;17 ;Action,Platformer,Platformer,2D,2D
MARIO AND DONKEY KONG: MINIS ON THE MOVE;78;7.3;3DS;Nintendo;Nintendo;May 9, 2013;Mario and Donkey Kong: Minis on the Move is a Nintendo eShop exclsuive that challenges players to place tiles on the bottom screen to guide the Mini Marios to their goal on the top screen.;41 ;Puzzle,Action,Platformer,Platformer,3D,3D
MARIO GOLF: WORLD TOUR;78;8.1;3DS;Nintendo;Camelot Software Planning;May 2, 2014;Luigi and his Mushroom Kingdom neighbors are teeing up once again in Mario Golf: World Tour. The Nintendo 3DS game includes both simple controls and a deeper experience for golf fans, plus courses that range from traditional to those inspired by the Mushroom Kingdom. The game launches this summer.;73 ;Sports,Traditional,Individual,Golf,Arcade,Arcade
WARIOWARE GOLD;78;8.0;3DS;Nintendo;Nintendo;Aug 3, 2018;The infamous schemer, Wario, is back!Play his brand-new microgame collection, where you'll have seconds to complete 300 different microgames. Better think fast to succeed! You'll use the touchscreen, tilt the system, push buttons, and rock the mic as you laugh through fully voiced… Expand;45 ;Miscellaneous,Party / Minigame
RUNE FACTORY 4;78;8.1;3DS;XSEED Games;Neverland;Oct 1, 2013;Rune Factory 4 marks the return of the popular Harvest Moon spinoff that combines farming with dungeon adventuring. For the first time in the series, the player can select to play as a male or female hero, and potential suitors of either gender are also available in order to pursue love,… Expand;33 ;Role-Playing,Strategy,Breeding/Constructing,General,Action RPG,Breeding/Constructing
INAZUMA ELEVEN;78;8.0;3DS;Level 5;Level 5;Feb 13, 2014;Take the world of soccer by storm! Genres collide in this soccer RPG!The original world-renowned soccer RPG INAZUMA ELEVEN is now available for digital download! Nobody loves soccer like Mark Evans. As captain of the Raimon Junior High soccer club, he dreams of taking his team to the… Expand;15 ;Sports,Traditional,Team,Soccer,Arcade
SHIN MEGAMI TENSEI: DEVIL SURVIVOR OVERCLOCKED;78;4.7;3DS;Atlus;Atlus;Aug 23, 2011;Expanded and enhanced, Devil Survivor Overclocked for Nintendo 3DS builds upon the game's original release with the addition of voice acting for the entirety of the game's lengthy, unconventional narrative. Moreover, that very story, already boasting multiple endings based on critical… Expand;27 ;Role-Playing,Strategy,Turn-Based,General,General,Tactics
NEW SUPER MARIO BROS. 2;78;7.2;3DS;Nintendo;Nintendo;Aug 19, 2012;New Super Mario Bros. 2 is a traditional side-scrolling adventure game featuring Mario, Luigi and loads of other favorite characters from the popular Mario series. The game was created specifically as a pick-up-and-play experience that can be instantly enjoyed by players of all skill levels… Expand;70 ;Action,Platformer,Platformer,2D,2D
