GRAND THEFT AUTO IV;98;7.7;PlayStation 3;Rockstar Games;Rockstar North;Apr 29, 2008;[Metacritic's 2008 PS3 Game of the Year. Also known as "GTA IV"] What does the American Dream mean today? For Niko Belic, fresh off the boat from Europe. It's the hope he can escape his past. For his cousin, Roman, it is the vision that together they can find fortune in Liberty City,… Expand;64 ;Action Adventure,Modern,Modern,Open-World
GRAND THEFT AUTO V;97;8.3;PlayStation 3;Rockstar Games;Rockstar North;Sep 17, 2013;Los Santos is a vast, sun-soaked metropolis full of self-help gurus, starlets and once-important, formerly-known-as celebrities. The city was once the envy of the Western world, but is now struggling to stay afloat in an era of economic uncertainty and reality TV. Amidst the chaos, three… Expand;50 ;Modern,Action Adventure,Modern,Open-World
UNCHARTED 2: AMONG THIEVES;96;8.8;PlayStation 3;SCEA;Naughty Dog;Oct 13, 2009;Fortune hunter Nathan Drake returns in Uncharted 2: Among Thieves, a third-person action-adventure/shooter created by award-winning developer Naughty Dog. Down on his luck, Drake is lured back into the treacherous world of thieves and mercenary treasure-seekers he had sought to leave behind.… Expand;105 ;Action Adventure,Modern,Modern,Linear
BATMAN: ARKHAM CITY;96;8.8;PlayStation 3;Warner Bros. Interactive Entertainment;Rocksteady Studios;Oct 18, 2011;Developed by Rocksteady Studios, Batman: Arkham City builds upon the intense, atmospheric foundation of Batman: Arkham Asylum, sending players soaring into Arkham City, the new maximum security "home" for all of Gotham City's thugs, gangsters and insane criminal masterminds. Set inside the… Expand;42 ;Action Adventure,Fantasy,Fantasy,Open-World
LITTLEBIGPLANET;95;6.8;PlayStation 3;SCEA;SCE/WWS;Oct 27, 2008;In LittleBigPlanet Players meet on a blue and green planet scattered with individual plots – and use their character's amazing abilities to play, create and share what they build with other gamers throughout the world via the Playstation Network. The LittleBigPlanet experience starts with… Expand;85 ;Action,Platformer,Platformer,3D,2D,3D
RED DEAD REDEMPTION;95;8.9;PlayStation 3;Rockstar Games;Rockstar San Diego;May 18, 2010;Developed by Rockstar San Diego, as a follow up to the 2004 hit game Red Dead Revolver, Red Dead Redemption is a Western epic, set at the turn of the 20th century when the lawless and chaotic badlands began to give way to the expanding reach of government and the spread of the Industrial… Expand;73 ;Action,Shooter,Third-Person,Historic,Action Adventure,Historic,Historic,Open-World
THE LAST OF US;95;9.2;PlayStation 3;SCEA;Naughty Dog;Jun 14, 2013;Twenty years after a pandemic radically transformed known civilization, infected humans run amuck and survivors kill one another for sustenance and weapons - literally whatever they can get their hands on. Joel, a salty survivor, is hired to smuggle a fourteen-year-old girl, Ellie, out of a… Expand;98 ;Modern,Adventure,General,Action Adventure,General,Modern
PORTAL 2;95;8.7;PlayStation 3;Valve Software;Valve Software;Apr 19, 2011;Portal 2 is the sequel to the title named "Game of the Year" 2007 by over 30 publications around the world. Portal 2 promises to break new ground in next generation gaming by expanding the award-winning recipe of innovative gameplay, immersive story, and creative inclusion of music… Expand;54 ;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade
BIOSHOCK INFINITE;94;8.5;PlayStation 3;2K Games;Irrational Games;Mar 26, 2013;Once conceived as a floating symbol of American ideals at a time when the United States was emerging as a world power, Columbia has been dispatched to distant shores with great fanfare by a captivated public. What begins as a brand new endeavor of hope turns drastically wrong as the city… Expand;27 ;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade
CALL OF DUTY: MODERN WARFARE 2;94;6.6;PlayStation 3;Activision;Infinity Ward;Nov 10, 2009;Modern Warfare 2 continues the gripping and heart-racing action as players face off against a new threat dedicated to bringing the world to the brink of collapse. An entirely new gameplay mode which supports 2-player co-operative play online that is unique from the single player story… Expand;67 ;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade
CALL OF DUTY 4: MODERN WARFARE;94;8.4;PlayStation 3;Activision;Infinity Ward;Nov 5, 2007;[Metacritic's 2007 PS3 Game of the Year] As Call of Duty 4: Modern Warfare's single player campaign unfolds, the player is introduced to new gameplay at every turn – one moment you are fast-roping from your Black Hawk helicopter after storming into the war zone with an armada of choppers,… Expand;44 ;Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade
BIOSHOCK;94;8.6;PlayStation 3;2K Games;Digital Extremes;Oct 21, 2008;Going beyond "run and gun corridors," "monster-closet AIs" and static worlds, BioShock creates a living, unique and unpredictable FPS experience. After your plane crashes into icy uncharted waters, you discover a rusted bathysphere and descend into Rapture, a city hidden beneath the sea.… Expand;51 ;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade
MASS EFFECT 2;94;8.7;PlayStation 3;Electronic Arts;BioWare;Jan 17, 2011;The Mass Effect trilogy is an emotionally charged science fiction adventure set in a vast universe filled with dangerous alien life and mysterious, uncharted planets. In Mass Effect 2, players will once again step into the role of the heroic Commander Shepard, commanding their crew of some… Expand;62 ;Role-Playing,Action RPG,Action RPG
