de Blob,82,8.2,Wii,September 22, 2008,/game/wii/de-blob,https://static.metacritic.com/images/products/games/9/bf13fb1d9f39cc43d7818ae996e9a9a0-98.jpg
Mega Man 10,81,8.4,Wii,March 1, 2010,/game/wii/mega-man-10,https://static.metacritic.com/images/products/games/2/321457d7d02af6c9276470600b331219-98.jpg
Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,81,8.6,Wii,November 17, 2008,/game/wii/strong-bads-cool-game-for-attractive-people-episode-4-dangeresque-3-the-criminal-projective,https://static.metacritic.com/images/products/games/1/c46806e1fc7140ae19ac528dc39b3239-98.jpg
Dawn of Discovery,81,8.1,Wii,June 23, 2009,/game/wii/dawn-of-discovery,https://static.metacritic.com/images/products/games/4/a19d60cf03de5bebce51c2aa1da2488c-98.jpg
Bit.Trip Flux,81,7.7,Wii,February 28, 2011,/game/wii/bittrip-flux,https://static.metacritic.com/images/products/games/4/cd4b19418e26c97684c35108b9f108d9-98.jpg
GoldenEye 007,81,7.7,Wii,November 2, 2010,/game/wii/goldeneye-007,https://static.metacritic.com/images/products/games/8/8930712ee4ec147df2d91395975d53bf-98.jpg
MadWorld,81,8.6,Wii,March 10, 2009,/game/wii/madworld,https://static.metacritic.com/images/products/games/1/a33159f9e5701bc2629536381ee666ae-98.jpg
EA Sports Active,81,8.2,Wii,May 19, 2009,/game/wii/ea-sports-active,https://static.metacritic.com/images/products/games/4/fd56ba758a3c38c8f0d8073aa501f61b-98.jpg
Madden NFL 07,81,8.0,Wii,November 14, 2006,/game/wii/madden-nfl-07,https://static.metacritic.com/images/products/games/1/e69413878dcd342373ee02b0d3f51f7b-98.jpg
escapeVektor: Chapter 1,81,7.2,Wii,September 29, 2011,/game/wii/escapevektor-chapter-1,https://static.metacritic.com/images/products/games/1/6af59454f3b0d235e465d9b28fb00470-98.jpg
LostWinds,81,3.3,Wii,May 12, 2008,/game/wii/lostwinds,https://static.metacritic.com/images/products/games/7/1fe4d066878d13cc4c4a90be53289d39-98.jpg
Sonic the Hedgehog 4: Episode I,81,6.4,Wii,October 11, 2010,/game/wii/sonic-the-hedgehog-4-episode-i,https://static.metacritic.com/images/products/games/9/ec71d6dddbf8c2b10aac267fc94e2612-98.jpg
Muramasa: The Demon Blade,81,8.3,Wii,September 8, 2009,/game/wii/muramasa-the-demon-blade,https://static.metacritic.com/images/products/games/2/393f6587b9522ca0962ae1b348613e92-98.jpg
Tiger Woods PGA Tour 09 All-Play,81,8.3,Wii,August 26, 2008,/game/wii/tiger-woods-pga-tour-09-all-play,https://static.metacritic.com/images/products/games/2/0e4569d55f84966b3459e32f4e50db2b-98.jpg
Skylanders: Spyro's Adventure,81,5.9,Wii,October 16, 2011,/game/wii/skylanders-spyros-adventure,https://static.metacritic.com/images/products/games/5/41464dfe5e7f3c064c396c2df5400dac-98.jpg
Rage of the Gladiator,81,7.9,Wii,March 15, 2010,/game/wii/rage-of-the-gladiator,https://static.metacritic.com/images/products/games/4/4f302d313157e57732678548a513b0a6-98.jpg
LEGO Star Wars: The Complete Saga,80,8.6,Wii,November 6, 2007,/game/wii/lego-star-wars-the-complete-saga,https://static.metacritic.com/images/products/games/6/daec2725e74c5993175961d3510922fe-98.jpg
Wii Sports Resort,80,8.2,Wii,July 26, 2009,/game/wii/wii-sports-resort,https://static.metacritic.com/images/products/games/2/9d95197ff686d919124e9455d9575462-98.jpg
Red Steel 2,80,8.5,Wii,March 23, 2010,/game/wii/red-steel-2,https://static.metacritic.com/images/products/games/2/87869a0bda9a94b6351fec9b006fb3d3-98.jpg
Wii Fit Plus,80,7.5,Wii,October 4, 2009,/game/wii/wii-fit-plus,https://static.metacritic.com/images/products/games/2/9bf205677426f9cac855ce37cbbeed3e-98.jpg
Call of Duty: Black Ops,80,6.2,Wii,November 9, 2010,/game/wii/call-of-duty-black-ops,https://static.metacritic.com/images/products/games/9/111a56ee9df9e72dedb752c27152fbad-98.jpg
EA Sports Active More Workouts,80,tbd,Wii,November 17, 2009,/game/wii/ea-sports-active-more-workouts,https://static.metacritic.com/images/products/games/8/fa0c34a37e0445e4f43fb182ccda73dc-98.jpg
A Boy and His Blob,80,8.4,Wii,October 13, 2009,/game/wii/a-boy-and-his-blob,https://static.metacritic.com/images/products/games/9/db06fb6ebc2e5249437ab8a90f31b960-98.jpg
Bit.Trip Beat,80,8.4,Wii,March 16, 2009,/game/wii/bittrip-beat,https://static.metacritic.com/images/products/games/8/68bcc27a61a77b3abb96db63c48f2233-98.jpg
Trauma Center: Second Opinion,80,8.0,Wii,November 14, 2006,/game/wii/trauma-center-second-opinion,https://static.metacritic.com/images/products/games/4/5d1dbd5be5481a86f101fd6736f27349-98.jpg
FIFA Soccer 09 All-Play,80,8.4,Wii,October 28, 2008,/game/wii/fifa-soccer-09-all-play,https://static.metacritic.com/images/products/games/8/d2299b0f9fa68dfb099724949b31df27-98.jpg
The Last Story,80,8.5,Wii,August 14, 2012,/game/wii/the-last-story,https://static.metacritic.com/images/products/games/9/40643c29d4a38ca9311417f991bfb5f2-98.jpg
Rock Band,80,6.3,Wii,June 22, 2008,/game/wii/rock-band,https://static.metacritic.com/images/products/games/6/537f2392c5cd6fbdd250afeae524e78f-98.jpg
Geometry Wars: Galaxies,80,8.1,Wii,November 20, 2007,/game/wii/geometry-wars-galaxies,https://static.metacritic.com/images/products/games/2/652f9cfb1705ad03819d6996462f8ee7-98.jpg
Wii Fit,80,7.7,Wii,May 19, 2008,/game/wii/wii-fit,https://static.metacritic.com/images/products/games/7/6fed4bec3a438dd818fc1bbe0de2574b-98.jpg
Bit.Trip Core,80,8.1,Wii,July 6, 2009,/game/wii/bittrip-core,https://static.metacritic.com/images/products/games/8/d8808c0100384edd623fe7c70a64a971-98.jpg
