Pillars of Eternity: Complete Edition;Single-Player;Polled;Average;Median;Main Story;4;31h 54m;34h;Main + Extras;14;74h;75h 45m;Completionists;7;136h 06m;104h;All PlayStyles;25;84h 39m;78h
Toki Tori (2001);Single-Player;Polled;Average;Median;Main Story;1;3h;3h;All PlayStyles;1;3h;3h
Clubhouse Games: 51 Worldwide Classics;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Shantae: Half-Genie Hero;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Victor Vran: Overkill Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Cyber Shadow;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Unravel 2;Single-Player;Polled;Average;Median;Main Story;152;4h 56m;5h;Main + Extras;62;6h 54m;6h 42m;Completionists;6;11h 29m;11h 02m;All PlayStyles;220;5h 40m;5h 17m
Captain Toad: Treasure Tracker;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Wandersong;Single-Player;Polled;Average;Median;Main Story;53;9h 15m;9h;Main + Extras;45;10h 42m;10h 50m;Completionists;41;11h 15m;11h;All PlayStyles;139;10h 19m;10h
RIVE: Ultimate Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Azure Striker Gunvolt: Striker Pack;Single-Player;Polled;Average;Median;Main Story;6;9h 25m;9h 30m;Main + Extras;5;15h 40m;15h;All PlayStyles;11;12h 15m;11h 41m
Final Fantasy VII;Single-Player;Polled;Average;Median;Main Story;842;37h 16m;36h;Main + Extras;1.1K;52h 53m;49h 57m;Completionists;444;87h 30m;80h;All PlayStyles;2.3K;53h 50m;45h 13m
Dragon Quest Builders;Single-Player;Polled;Average;Median;Main Story;37;37h 37m;40h;Main + Extras;50;58h 20m;50h;Completionists;24;75h 22m;60h;All PlayStyles;111;55h 07m;45h
Cytus Alpha;Single-Player;Polled;Average;Median;Main Story;3;17h 47m;20h;Main + Extras;1;14h 30m;14h 30m;All PlayStyles;4;16h 58m;17h 15m

Super One More Jump;Single-Player;Polled;Average;Median;Main Story;4;5h 50m;5h 30m;Main + Extras;2;8h;8h;Completionists;2;9h 30m;9h 30m;All PlayStyles;8;7h 17m;7h
Oxenfree;Single-Player;Polled;Average;Median;Main Story;778;4h 27m;4h 15m;Main + Extras;446;5h 37m;5h;Completionists;104;13h 07m;12h 42m;All PlayStyles;1.3K;5h 31m;4h 40m
Tokyo Mirage Sessions #FE Encore;Single-Player;Polled;Average;Median;Main Story;49;38h 21m;38h;Main + Extras;181;49h 40m;48h 02m;Completionists;13;61h 14m;62h 45m;All PlayStyles;243;48h 01m;46h 20m
Contra Anniversary Collection;Single-Player;Polled;Average;Median;Main Story;1;34h 02m;34h 02m;Main + Extras;1;6h;6h;Completionists;1;25h;25h;All PlayStyles;3;21h 40m;25h
Teslagrad;Single-Player;Polled;Average;Median;Main Story;73;5h 11m;5h;Main + Extras;34;5h 28m;5h 08m;Completionists;82;6h 50m;6h 30m;All PlayStyles;189;5h 57m;5h 42m
Paradise Killer;Single-Player;Polled;Average;Median;Main Story;27;12h;12h;Main + Extras;45;14h 23m;14h 20m;Completionists;36;15h 15m;15h;All PlayStyles;108;14h 05m;14h 02m
The Lion's Song;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Overcooked! 2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jet Lancer;Single-Player;Polled;Average;Median;Main Story;9;6h 27m;6h 45m;Main + Extras;4;17h 24m;16h 15m;Completionists;1;15h 29m;15h 29m;All PlayStyles;14;10h 13m;7h 30m
Aviary Attorney: Definitive Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
VOEZ;Single-Player;Polled;Average;Median;Main Story;7;15h 09m;12h 30m;Main + Extras;2;17h 30m;17h 30m;All PlayStyles;9;15h 40m;12h 39m
Untitled Goose Game;Single-Player;Polled;Average;Median;Main Story;434;3h;3h;Main + Extras;185;3h 55m;3h 54m;Completionists;80;5h 33m;5h 01m;All PlayStyles;699;3h 32m;3h 05m
Operencia: The Stolen Sun;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Wunderling;Single-Player;Polled;Average;Median;Main Story;2;3h 50m;3h 50m;Main + Extras;1;4h 30m;4h 30m;Completionists;2;9h 15m;9h 15m;All PlayStyles;5;6h 08m;4h 35m
R-Type Dimensions EX;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Rune Factory 4 Special;Single-Player;Polled;Average;Median;Main Story;15;38h 31m;40h;Main + Extras;17;89h 32m;93h 42m;Completionists;2;265h;265h;All PlayStyles;34;77h 21m;55h
WindJammers;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Going Under;Single-Player;Polled;Average;Median;Main Story;9;8h 12m;8h;Main + Extras;12;13h 13m;12h 55m;Completionists;3;16h 43m;17h 10m;All PlayStyles;24;11h 46m;11h 21m
Torchlight II;Single-Player;Polled;Average;Median;Main Story;277;21h 17m;20h;Main + Extras;433;30h 59m;25h;Completionists;39;72h 43m;65h;All PlayStyles;749;29h 34m;23h 34m
Everhood;Single-Player;Polled;Average;Median;Main Story;15;6h 46m;6h 30m;Main + Extras;11;8h 51m;9h 20m;All PlayStyles;26;7h 39m;6h 45m
Puyo Puyo Tetris;Single-Player;Polled;Average;Median;Main Story;56;8h;7h;Main + Extras;34;15h 14m;15h;Completionists;12;28h 10m;28h;All PlayStyles;102;12h 47m;9h 57m
Captain Toad: Treasure Tracker - Special Episode;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Littlewood;Single-Player;Polled;Average;Median;Main Story;6;27h 43m;30h;Main + Extras;10;38h 29m;38h 24m;Completionists;15;58h 40m;59h;All PlayStyles;31;46h 10m;43h 01m
Embracelet;Single-Player;Polled;Average;Median;Main Story;1;4h;4h;Main + Extras;1;5h 30m;5h 30m;All PlayStyles;2;4h 45m;4h 45m
Castlevania Anniversary Collection;Single-Player;Polled;Average;Median;Main Story;9;25h 03m;23h;Main + Extras;2;26h 12m;26h 12m;Completionists;1;18h 01m;18h 01m;All PlayStyles;12;24h 40m;24h
Hand of Fate 2;Single-Player;Polled;Average;Median;Main Story;15;20h 27m;19h;Main + Extras;18;42h 04m;40h 30m;Completionists;5;68h 14m;78h;All PlayStyles;38;36h 59m;34h 13m

Street Fighter: 30th Anniversary Collection;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Gunvolt Chronicles: Luminous Avenger iX;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Phoenix Wright: Ace Attorney Trilogy;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null

Nowhere Prophet;Single-Player;Polled;Average;Median;Main Story;1;12h;12h;Main + Extras;1;10h;10h;All PlayStyles;2;11h;11h
The Darkside Detective;Single-Player;Polled;Average;Median;Main Story;38;3h 38m;3h 20m;Main + Extras;36;5h 46m;5h 45m;Completionists;47;6h 08m;6h;All PlayStyles;121;5h 14m;5h
SteamWorld Quest: Hand of Gilgamech;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null


Resident Evil Village;Single-Player;Polled;Average;Median;Main Story;423;9h 13m;9h 21m;Main + Extras;510;11h 24m;10h 47m;Completionists;29;37h 18m;35h;All PlayStyles;962;11h 13m;10h
BoxBoy! + BoxGirl!;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null

AVICII Invector Encore Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Yooka-Laylee and the Impossible Lair;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Catherine: Full Body;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Saviors of Sapphire Wings & Stranger of Sword City Revisited;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
The Red Strings Club;Single-Player;Polled;Average;Median;Main Story;187;3h 58m;4h;Main + Extras;45;4h 38m;4h 30m;Completionists;23;6h 48m;6h;All PlayStyles;255;4h 20m;4h
Rogue Legacy;Single-Player;Polled;Average;Median;Main Story;411;16h 48m;16h;Main + Extras;227;26h 24m;25h;Completionists;95;37h 38m;38h;All PlayStyles;733;22h 29m;20h
Metro Redux;Single-Player;Polled;Average;Median;Main Story;24;17h 16m;16h;Main + Extras;7;22h 41m;17h 10m;Completionists;7;54h 47m;48h 37m;All PlayStyles;38;25h 11m;18h 34m
Crash Team Racing: Nitro-Fueled;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ABZÛ;Single-Player;Polled;Average;Median;Main Story;1.2K;1h 56m;1h 58m;Main + Extras;422;2h 32m;2h 24m;Completionists;264;4h;3h 55m;All PlayStyles;1.9K;2h 21m;2h
Vitamin Connection;Single-Player;Polled;Average;Median;Main Story;4;6h;5h 35m;All PlayStyles;4;6h;5h 35m
Children of Morta;Single-Player;Polled;Average;Median;Main Story;79;14h 44m;14h;Main + Extras;93;17h 49m;17h 36m;Completionists;20;26h 59m;25h;All PlayStyles;192;17h 30m;16h
Snipperclips - Cut it out, together!;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Resident Evil Village;Single-Player;Polled;Average;Median;Main Story;423;9h 13m;9h 21m;Main + Extras;510;11h 24m;10h 47m;Completionists;29;37h 18m;35h;All PlayStyles;962;11h 13m;10h
Persona 5 Strikers;Single-Player;Polled;Average;Median;Main Story;119;35h 56m;35h 13m;Main + Extras;294;45h 53m;45h;Completionists;80;67h 40m;65h 46m;All PlayStyles;493;47h 01m;44h 38m
Trine 4: The Nightmare Prince;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pinball FX3: Bethesda Pinball;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Assassin's Creed: The Rebel Collection;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
N++;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Sakuna: Of Rice and Ruin;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Crown Trick;Single-Player;Polled;Average;Median;Main Story;2;17h 03m;17h 03m;Main + Extras;1;48h 30m;48h 30m;Completionists;1;22h 18m;22h 18m;All PlayStyles;4;26h 13m;19h 42m
The Banner Saga 1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pokemon Sword / Shield Dual Pack;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null

Xenoblade Chronicles 2: Torna ~ The Golden Country;Single-Player;Polled;Average;Median;Main Story;150;17h 48m;17h 04m;Main + Extras;250;25h 16m;24h 19m;Completionists;75;38h 48m;37h 05m;All PlayStyles;475;25h 03m;23h
South Park: The Fractured But Whole;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
DOOM Eternal;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Final Fantasy VIII;Single-Player;Polled;Average;Median;Main Story;316;41h 07m;40h;Main + Extras;420;56h 53m;54h 57m;Completionists;183;83h 25m;84h;All PlayStyles;919;56h 45m;50h
OkunoKA
The Banner Saga 2;Single-Player;Polled;Average;Median;Main Story;134;11h 28m;11h;Main + Extras;107;15h 40m;14h 15m;Completionists;11;24h 36m;21h 31m;All PlayStyles;252;13h 49m;12h 30m
Pokemon Shield;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Sega Ages: Thunder Force AC;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
The End Is Nigh;Single-Player;Polled;Average;Median;Main Story;35;8h 32m;7h 57m;Main + Extras;42;15h 44m;14h 57m;Completionists;5;68h 21m;73h 30m;All PlayStyles;82;15h 52m;10h 22m
Ironcast;Single-Player;Polled;Average;Median;Main Story;6;7h 06m;5h 40m;Main + Extras;3;16h 26m;18h 38m;Completionists;2;29h 01m;29h 01m;All PlayStyles;11;13h 38m;12h
Mega Man X Legacy Collection 1+2;Single-Player;Polled;Average;Median;Main Story;3;24h;24h;Main + Extras;2;55h 28m;55h 28m;Completionists;2;52h 34m;52h 34m;All PlayStyles;7;41h 09m;31h
Monster Hunter Generations Ultimate;Single-Player;Polled;Average;Median;Main Story;30;84h 54m;76h 42m;Main + Extras;27;185h 52m;160h 45m;Completionists;6;855h 26m;604h 16m;All PlayStyles;63;201h 33m;120h
Tales from the Borderlands: A Telltale Game Series;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ScourgeBringer;Single-Player;Polled;Average;Median;Main Story;7;10h 05m;6h 54m;Main + Extras;1;16h;16h;Completionists;2;6h 51m;6h 51m;All PlayStyles;10;10h 01m;6h 59m
Mr. Driller: Drill Land;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Resident Evil;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Blazing Beaks;Single-Player;Polled;Average;Median;Main Story;7;15h 31m;10h;Main + Extras;2;14h;14h;Completionists;1;103h;103h;All PlayStyles;10;23h 58m;12h
Mega Man 11;Single-Player;Polled;Average;Median;Main Story;186;4h 44m;4h 31m;Main + Extras;53;5h 53m;5h;Completionists;8;14h 51m;11h 52m;All PlayStyles;247;5h 18m;5h
This War Of Mine: Complete Edition;Single-Player;Polled;Average;Median;Main Story;4;15h 35m;10h 40m;Main + Extras;3;34h 50m;36h;All PlayStyles;7;23h 50m;22h 30m
Puyo Puyo Tetris 2;Single-Player;Polled;Average;Median;Main Story;5;9h 57m;9h 07m;Main + Extras;8;11h 16m;10h;All PlayStyles;13;10h 46m;10h
Rogue Aces;Single-Player;Polled;Average;Median;Main Story;2;7h 30m;7h 30m;All PlayStyles;2;7h 30m;7h 30m
Pokemon Sword;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Capcom Arcade Stadium
