Rocksmith 2014 Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Halo 4;Single-Player;Polled;Average;Median;Main Story;528;7h 29m;7h 55m;Main + Extras;112;10h 40m;10h;Completionists;26;30h 49m;27h 22m;All PlayStyles;666;8h 56m;8h
FIFA Soccer 09;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ikaruga;Single-Player;Polled;Average;Median;Main Story;61;1h 48m;1h 38m;Main + Extras;12;20h 27m;14h 30m;Completionists;1;35m;35m;All PlayStyles;74;4h 48m;1h 59m
Mass Effect 2: Lair of the Shadow Broker DLC;Single-Player;Polled;Average;Median;Main Story;50;2h 06m;2h;Main + Extras;37;2h 32m;2h 30m;Completionists;57;2h 47m;3h;All PlayStyles;144;2h 29m;2h 30m
DiRT 3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Resident Evil Village;Single-Player;Polled;Average;Median;Main Story;422;9h 14m;9h 21m;Main + Extras;513;11h 24m;10h 47m;Completionists;30;37h 14m;35h;All PlayStyles;965;11h 15m;10h
Call of Duty: Black Ops;Single-Player;Polled;Average;Median;Main Story;826;7h 11m;7h;Main + Extras;218;14h 02m;10h;Completionists;69;17h 31m;15h;All PlayStyles;1.1K;9h 10m;7h 06m
Fight Night Round 4;Single-Player;Polled;Average;Median;Main Story;7;7h 59m;5h;Main + Extras;1;35h;35h;All PlayStyles;8;11h 22m;5h 30m
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Dirt Rally 2.0;Single-Player;Polled;Average;Median;Main Story;16;12h 33m;10h 30m;Main + Extras;7;59h 47m;50h;Completionists;1;150h;150h;All PlayStyles;24;32h 03m;14h 03m
Rayman Origins;Single-Player;Polled;Average;Median;Main Story;219;10h 55m;10h 45m;Main + Extras;204;14h 43m;14h;Completionists;100;21h 47m;20h 36m;All PlayStyles;523;14h 29m;12h 30m
Pinball FX 2: Star Wars Pinball;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Spelunky;Single-Player;Polled;Average;Median;Main Story;62;19h 22m;16h 47m;Main + Extras;34;48h 26m;40h;Completionists;29;95h 26m;80h;All PlayStyles;125;44h 55m;30h
Diablo III;Single-Player;Polled;Average;Median;Main Story;357;18h 24m;18h;Main + Extras;284;53h 48m;33h;Completionists;36;160h 20m;138h 18m;All PlayStyles;677;40h 48m;20h 25m
Puzzle Quest: Challenge of the Warlords;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
GRID (2019);Single-Player;Polled;Average;Median;Main Story;13;22h 06m;24h;Main + Extras;18;34h 57m;30h 45m;Completionists;10;58h 10m;55h 56m;All PlayStyles;41;36h 32m;29h 59m
NBA 2K14;Single-Player;Polled;Average;Median;Main Story;14;43h 25m;30h 06m;Main + Extras;6;156h 43m;148h 30m;Completionists;3;198h 08m;250h 43m;All PlayStyles;23;93h 10m;39h 10m
The Elder Scrolls IV: Shivering Isles;Single-Player;Polled;Average;Median;Main Story;20;10h 55m;10h;Main + Extras;30;19h 53m;17h 16m;Completionists;7;42h 01m;36h;All PlayStyles;57;19h 27m;15h
