Mighty Switch Force!;Single-Player;Polled;Average;Median;Main Story;37;2h 56m;3h;Main + Extras;36;4h 05m;4h;Completionists;15;6h 59m;5h 41m;All PlayStyles;88;4h 05m;3h 31m
Monster Hunter Stories;Single-Player;Polled;Average;Median;Main Story;26;35h 44m;35h 14m;Main + Extras;45;53h 37m;48h 19m;Completionists;5;69h 51m;62h 40m;All PlayStyles;76;48h 34m;44h 22m
The Denpa Men: They Came By Wave;Single-Player;Polled;Average;Median;Main Story;6;15h 29m;14h 58m;Main + Extras;2;24h;24h;All PlayStyles;8;17h 37m;16h 06m
Metal Gear Solid: Snake Eater 3D;Single-Player;Polled;Average;Median;Main Story;58;16h 51m;16h 29m;Main + Extras;17;21h 34m;21h 58m;Completionists;2;27h 03m;27h 03m;All PlayStyles;77;18h 09m;17h 27m
Theatrhythm Final Fantasy;Single-Player;Polled;Average;Median;Main Story;104;6h 51m;5h 47m;Main + Extras;67;23h 17m;20h 44m;Completionists;10;56h 13m;55h;All PlayStyles;181;15h 40m;7h 24m
Fluidity: Spin Cycle;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Mario and Donkey Kong: Minis on the Move;Single-Player;Polled;Average;Median;Main Story;2;4h 48m;4h 48m;Main + Extras;5;16h 47m;17h 40m;Completionists;3;21h 31m;17h;All PlayStyles;10;15h 49m;16h 10m
Mario Golf: World Tour;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
WarioWare Gold;Single-Player;Polled;Average;Median;Main Story;96;2h 27m;2h 10m;Main + Extras;39;6h 54m;5h;Completionists;7;27h 47m;27h 17m;All PlayStyles;142;4h 55m;2h 27m
Rune Factory 4;Single-Player;Polled;Average;Median;Main Story;35;54h 04m;52h 32m;Main + Extras;37;103h 30m;100h;Completionists;8;213h 40m;207h 53m;All PlayStyles;80;92h 53m;71h 45m
Inazuma Eleven;Single-Player;Polled;Average;Median;Main Story;51;17h 04m;16h 17m;Main + Extras;23;29h 38m;30h;Completionists;6;60h 40m;58h 30m;All PlayStyles;80;23h 57m;20h
Shin Megami Tensei: Devil Survivor Overclocked;Single-Player;Polled;Average;Median;Main Story;83;44h 16m;42h;Main + Extras;56;57h 21m;52h 42m;Completionists;16;134h 04m;130h 19m;All PlayStyles;155;58h 16m;48h 30m
New Super Mario Bros. 2;Single-Player;Polled;Average;Median;Main Story;292;5h 32m;5h 13m;Main + Extras;170;12h 10m;10h;Completionists;124;20h 52m;18h 51m;All PlayStyles;586;10h 42m;7h 37m
Style Savvy: Fashion Forward;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Tom Clancy's Ghost Recon: Shadow Wars;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Kokuga
Mega Man Legacy Collection;Single-Player;Polled;Average;Median;Main Story;39;17h;16h 17m;Main + Extras;24;21h 41m;20h;Completionists;9;44h 01m;39h;All PlayStyles;72;21h 56m;18h 19m
Etrian Mystery Dungeon;Single-Player;Polled;Average;Median;Main Story;8;33h 57m;33h 50m;Main + Extras;7;44h 02m;42h 36m;Completionists;1;70h;70h;All PlayStyles;16;40h 37m;40h 49m
Apollo Justice: Ace Attorney;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Inazuma Eleven Go: Chrono Stones: Thunderflash;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Corpse Party (2006);Single-Player;Polled;Average;Median;Main Story;55;9h 50m;10h;Main + Extras;34;12h 33m;12h 07m;Completionists;37;17h 10m;15h 06m;All PlayStyles;126;12h 43m;12h
3D Classics: Kid Icarus;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Azure Striker GUNVOLT;Single-Player;Polled;Average;Median;Main Story;84;5h 31m;4h 57m;Main + Extras;56;10h 09m;8h;Completionists;5;35h 48m;15h;All PlayStyles;145;8h 21m;6h
