It Takes Two
Tony Hawk's Pro Skater 1 + 2;Single-Player;Polled;Average;Median;Main Story;51;6h 31m;6h;Main + Extras;83;11h 19m;9h;Completionists;10;15h 07m;14h 15m;All PlayStyles;144;9h 53m;8h 16m;Platform;Polled;Main;Main +;100%;PC;36;6h 18m;11h 40m;15h 44m;PlayStation 4;70;6h 23m;11h 23m;13h;PlayStation 5;10;5h 53m;9h 18m;--;Xbox One;22;7h 24m;13h 20m;15h 26m;Xbox Series X/S;6;5h 52m;6h 54m;--;Tony Hawk's Pro Skater 1 + 2
Tetris Effect: Connected;Single-Player;Polled;Average;Median;Main Story;53;2h 51m;3h;Main + Extras;16;7h 15m;5h 48m;Completionists;1;10h;10h;All PlayStyles;70;3h 58m;3h;Platform;Polled;Main;Main +;100%;PC;25;3h 06m;6h;10h;Xbox One;22;2h 40m;6h;--;Xbox Series X/S;23;2h 42m;9h 20m;--;Tetris Effect: Connected
Hitman 3;Single-Player;Polled;Average;Median;Main Story;98;7h 43m;7h 59m;Main + Extras;53;16h 49m;13h;Completionists;6;44h 52m;46h 18m;All PlayStyles;157;12h 13m;8h 48m;Platform;Polled;Main;Main +;100%;Google Stadia;1;8h 13m;--;--;Nintendo Switch;1;--;15h;--;PC;87;7h 37m;15h 10m;49h 48m;PlayStation 4;8;7h 29m;15h 14m;50h;PlayStation 5;42;8h 17m;18h 56m;39h 53m;Xbox One;4;7h;16h 24m;--;Xbox Series X/S;14;7h 11m;24h 17m;--;Hitman 3
Judgment;Single-Player;Polled;Average;Median;Main Story;67;27h 09m;25h 51m;Main + Extras;201;45h 26m;41h 49m;Completionists;10;96h 18m;99h 30m;All PlayStyles;278;42h 52m;39h 55m;Platform;Polled;Main;Main +;100%;Google Stadia;1;--;32h 37m;--;PlayStation 4;260;27h 25m;45h 38m;96h 18m;PlayStation 5;12;26h 31m;46h;--;Xbox Series X/S;5;22h 15m;37h 08m;--;Judgment (2018)
Devil May Cry 5: Special Edition;Single-Player;Polled;Average;Median;Main Story;37;10h 52m;11h;Main + Extras;5;22h 09m;12h;Completionists;1;53h;53h;All PlayStyles;43;13h 09m;11h;Platform;Polled;Main;Main +;100%;PlayStation 5;32;10h 51m;10h 40m;53h;Xbox Series X/S;10;10h 53m;15h 34m;--;Devil May Cry 5: Special Edition
Planet Coaster: Console Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Assassin's Creed Valhalla;Single-Player;Polled;Average;Median;Main Story;179;56h 23m;55h;Main + Extras;480;91h 16m;87h 02m;Completionists;318;134h;130h;All PlayStyles;977;98h 47m;93h 38m;Platform;Polled;Main;Main +;100%;Google Stadia;2;33h 40m;86h 48m;--;PC;363;54h 29m;90h 54m;127h 08m;PlayStation 4;148;59h 55m;102h 23m;151h 10m;PlayStation 5;263;57h 16m;89h 41m;131h 53m;Xbox One;69;53h 47m;94h 55m;144h 33m;Xbox Series X/S;132;59h;83h 42m;126h 26m;Assassin's Creed Valhalla
Subnautica: Below Zero;Single-Player;Polled;Average;Median;Main Story;67;20h 22m;19h 30m;Main + Extras;70;25h 21m;25h;Completionists;50;33h 10m;30h 30m;All PlayStyles;187;25h 39m;24h;Platform;Polled;Main;Main +;100%;Nintendo Switch;1;15h;--;--;PC;158;20h 14m;25h 20m;32h 57m;PlayStation 4;18;20h 56m;29h 42m;32h 11m;PlayStation 5;7;22h 53m;16h 48m;20h 39m;Xbox One;1;--;--;62h 45m;Xbox Series X/S;2;--;17h 25m;55h 49m;Subnautica: Below Zero
Resident Evil Village;Single-Player;Polled;Average;Median;Main Story;428;9h 14m;9h 21m;Main + Extras;518;11h 23m;10h 47m;Completionists;30;37h 14m;35h;All PlayStyles;976;11h 14m;10h;Platform;Polled;Main;Main +;100%;Google Stadia;8;9h 51m;10h 16m;--;PC;424;8h 57m;11h 26m;35h 48m;PlayStation 4;111;9h 28m;10h 57m;43h 38m;PlayStation 5;312;9h 16m;11h 17m;33h 06m;Xbox One;22;10h 22m;14h 12m;83h 07m;Xbox Series X/S;99;9h 30m;11h 25m;35h 15m;Resident Evil Village
Yakuza: Like a Dragon
