Dragon's Crown;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Oddworld: Stranger's Wrath HD;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pinball Hall of Fame: The Williams Collection;Single-Player;Polled;Average;Median;Main Story;2;15h 16m;15h 16m;Completionists;3;32h 20m;35h;All PlayStyles;5;25h 30m;20h
Midnight Club: Los Angeles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Far Cry 3: Blood Dragon;Single-Player;Polled;Average;Median;Main Story;466;4h 45m;4h 20m;Main + Extras;414;7h 11m;7h;Completionists;435;9h 04m;8h 30m;All PlayStyles;1.3K;6h 57m;6h 30m
Borderlands: The Zombie Island of Dr. Ned;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ModNation Racers;Single-Player;Polled;Average;Median;Main Story;12;7h 55m;7h 52m;Main + Extras;3;14h 11m;13h 24m;All PlayStyles;15;9h 10m;9h
PixelJunk Monsters Encore;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
MotorStorm: Pacific Rift;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
You Don't Know Jack;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
NCAA Football 12;Single-Player;Polled;Average;Median;Main Story;1;50h;50h;All PlayStyles;1;50h;50h
Saints Row 2;Single-Player;Polled;Average;Median;Main Story;237;20h 07m;20h;Main + Extras;272;30h 08m;29h 12m;Completionists;47;51h 54m;53h 11m;All PlayStyles;556;27h 43m;24h
Tekken 5: Dark Resurrection;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Blur;Single-Player;Polled;Average;Median;Main Story;27;9h 25m;9h 15m;Main + Extras;7;13h 12m;12h 30m;Completionists;4;21h 13m;22h 12m;All PlayStyles;38;11h 21m;10h
Hustle Kings;Single-Player;Polled;Average;Median;Main Story;2;7h;7h;Completionists;1;3h;3h;All PlayStyles;3;5h 40m;7h
Hot Shots Golf: Out of Bounds;Platform;Polled;Main;Main +;100%;Not enough data.;;;;
Closure;Single-Player;Polled;Average;Median;Main Story;27;6h 26m;6h;Main + Extras;26;8h 07m;8h 10m;Completionists;46;9h 31m;9h;All PlayStyles;99;8h 19m;8h
Kingdom Hearts HD 2.5 Remix;Single-Player;Polled;Average;Median;Main Story;55;37h 15m;34h 35m;Main + Extras;42;59h 52m;53h 15m;Completionists;20;89h 41m;78h;All PlayStyles;117;54h 20m;44h 50m
NBA 2K8;Single-Player;Polled;Average;Median;Main Story;1;4h;4h;All PlayStyles;1;4h;4h
Bomberman Ultra;Single-Player;Polled;Average;Median;Main Story;4;3h 04m;3h 09m;Main + Extras;1;5h 03m;5h 03m;All PlayStyles;5;3h 28m;3h 18m
Tom Clancy's Rainbow Six Vegas 2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Resident Evil Village;Single-Player;Polled;Average;Median;Main Story;423;9h 13m;9h 21m;Main + Extras;510;11h 24m;10h 47m;Completionists;29;37h 18m;35h;All PlayStyles;962;11h 13m;10h
Fallout: New Vegas - Old World Blues;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
From Dust;Single-Player;Polled;Average;Median;Main Story;63;6h 41m;6h 25m;Main + Extras;50;9h 09m;8h 48m;Completionists;22;12h 07m;11h 40m;All PlayStyles;135;8h 29m;7h 36m
Shift 2: Unleashed;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
College Hoops 2K7;Single-Player;Polled;Average;Median;Main + Extras;1;22h 30m;22h 30m;All PlayStyles;1;22h 30m;22h 30m
NBA Jam: On Fire Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
echochrome;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
LEGO Batman 2: DC Super Heroes;Single-Player;Polled;Average;Median;Main Story;124;9h 34m;9h;Main + Extras;66;16h 24m;15h;Completionists;112;25h 02m;25h;All PlayStyles;302;16h 48m;14h 45m
SSX (2012);Single-Player;Polled;Average;Median;Main Story;25;7h 51m;8h;Main + Extras;10;12h 47m;12h 37m;Completionists;7;33h 25m;32h 25m;All PlayStyles;42;13h 17m;9h 04m
Crysis;Single-Player;Polled;Average;Median;Main Story;626;10h 20m;10h;Main + Extras;236;12h 27m;12h;Completionists;116;13h 38m;13h;All PlayStyles;978;11h 15m;11h
Jak and Daxter Collection;Single-Player;Polled;Average;Median;Main Story;7;38h 45m;42h;Main + Extras;14;44h 25m;46h 51m;Completionists;8;51h 22m;50h;All PlayStyles;29;44h 58m;45h 45m
Terraria;Single-Player;Polled;Average;Median;Main Story;260;49h 55m;45h 56m;Main + Extras;277;90h 26m;80h 56m;Completionists;222;184h 39m;143h 36m;All PlayStyles;759;104h 07m;80h
Fallout 3: Broken Steel;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
NBA Street Homecourt;Single-Player;Polled;Average;Median;Main Story;3;8h;8h;Main + Extras;3;18h 43m;8h 57m;Completionists;3;26h 34m;12h;All PlayStyles;9;17h 46m;8h
Gran Turismo 6;Single-Player;Polled;Average;Median;Main Story;26;44h 46m;45h;Main + Extras;26;67h 56m;70h;Completionists;16;109h 59m;99h 41m;All PlayStyles;68;68h 58m;62h 55m
Tiger Woods PGA Tour 07;Single-Player;Polled;Average;Median;Main Story;1;10h;10h;All PlayStyles;1;10h;10h
Assassin's Creed;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
IL-2 Sturmovik: Birds of Prey;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
