Descent 3;Single-Player;Polled;Average;Median;Main Story;4;10h 55m;10h 31m;Main + Extras;2;8h 30m;8h 30m;Completionists;1;12h;12h;All PlayStyles;7;10h 23m;10h
The Curse of Monkey Island;Single-Player;Polled;Average;Median;Main Story;83;7h 38m;8h;Main + Extras;14;9h 16m;9h;Completionists;37;9h 34m;9h 50m;All PlayStyles;134;8h 20m;8h 13m
Rez Infinite;Single-Player;Polled;Average;Median;Main Story;42;2h 02m;2h;Main + Extras;26;2h 35m;2h 30m;Completionists;1;24h;24h;All PlayStyles;69;2h 33m;2h
Battlefield 3;Single-Player;Polled;Average;Median;Main Story;625;6h 14m;6h;Main + Extras;134;13h 38m;10h;Completionists;34;80h 38m;50h;All PlayStyles;793;10h 41m;6h 15m
Battlefield 1942;Single-Player;Polled;Average;Median;Main Story;35;7h 49m;8h;Main + Extras;10;33h 31m;18h 52m;Completionists;4;29h 30m;14h 01m;All PlayStyles;49;14h 50m;9h
Madden NFL 2003;Platform;Polled;Main;Main +;100%;Not enough data.;;;;
Dirt Rally 2.0;Single-Player;Polled;Average;Median;Main Story;16;12h 33m;10h 30m;Main + Extras;7;59h 47m;50h;Completionists;1;150h;150h;All PlayStyles;24;32h 03m;14h 03m
Return of the Obra Dinn;Single-Player;Polled;Average;Median;Main Story;244;8h 29m;8h 03m;Main + Extras;226;9h 55m;9h 22m;Completionists;509;10h 33m;10h;All PlayStyles;979;9h 53m;9h 30m
Stardew Valley;Single-Player;Polled;Average;Median;Main Story;222;52h 41m;51h 42m;Main + Extras;349;90h 44m;83h;Completionists;126;154h 41m;136h 45m;All PlayStyles;697;90h 11m;78h 48m
Prince of Persia: The Sands of Time;Single-Player;Polled;Average;Median;Main Story;317;8h 43m;8h 49m;Main + Extras;178;9h 43m;9h 53m;Completionists;100;11h 01m;10h 28m;All PlayStyles;595;9h 24m;9h
What Remains of Edith Finch;Single-Player;Polled;Average;Median;Main Story;1.3K;2h 14m;2h;Main + Extras;482;2h 35m;2h 30m;Completionists;630;2h 55m;2h 49m;All PlayStyles;2.4K;2h 29m;2h 20m
Railroad Tycoon 2;Single-Player;Polled;Average;Median;Main Story;3;14h 11m;15h;Main + Extras;1;16h;16h;All PlayStyles;4;14h 38m;15h
Asgard's Wrath;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
XCOM 2: War of the Chosen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
DUSK (2018);Single-Player;Polled;Average;Median;Main Story;119;7h 27m;7h 12m;Main + Extras;62;10h 08m;9h 31m;Completionists;15;16h 06m;15h;All PlayStyles;196;8h 58m;8h
Microsoft Flight Simulator 2004: A Century of Flight;Platform;Polled;Main;Main +;100%;Not enough data.;;;;
Medieval: Total War;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Mafia;Single-Player;Polled;Average;Median;Main Story;159;16h 02m;16h;Main + Extras;108;18h 41m;19h;Completionists;60;21h 06m;20h;All PlayStyles;327;17h 51m;17h
Sekiro: Shadows Die Twice;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
LIMBO;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Crusader Kings II: The Old Gods;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Assassin's Creed: Brotherhood;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Superbike 2001;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
F.E.A.R.;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Tony Hawk's Pro Skater 1 + 2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Kerbal Space Program;Single-Player;Polled;Average;Median;Main Story;22;118h 45m;112h 15m;Main + Extras;21;239h 40m;200h;Completionists;14;416h 25m;310h;All PlayStyles;57;236h 24m;162h
Tribes 2;Single-Player;Polled;Average;Median;Main Story;4;1h;1h;Completionists;1;12h 40m;12h 40m;All PlayStyles;5;3h 20m;1h
Age of Empires II: The Conquerors Expansion;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ori and the Will of the Wisps;Single-Player;Polled;Average;Median;Main Story;329;11h 28m;11h 23m;Main + Extras;691;15h 06m;14h 21m;Completionists;561;17h 48m;16h 48m;All PlayStyles;1.6K;15h 18m;14h 38m
Tiger Woods PGA Tour 2004;Single-Player;Polled;Average;Median;Main Story;1;30h;30h;Main + Extras;1;25h;25h;Completionists;1;27h;27h;All PlayStyles;3;27h 20m;27h
Warcraft III: The Frozen Throne;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Starcraft;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Far Cry 3;Single-Player;Polled;Average;Median;Main Story;983;16h 06m;15h;Main + Extras;1.5K;26h 05m;25h;Completionists;600;38h 15m;36h 29m;All PlayStyles;3.1K;25h 16m;23h
World Soccer Winning Eleven 8 International;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Torchlight II;Single-Player;Polled;Average;Median;Main Story;277;21h 17m;20h;Main + Extras;433;30h 59m;25h;Completionists;39;72h 43m;65h;All PlayStyles;749;29h 34m;23h 34m
XCOM 2;Single-Player;Polled;Average;Median;Main Story;200;33h 43m;32h;Main + Extras;292;47h 09m;44h;Completionists;48;70h 34m;65h;All PlayStyles;540;44h 15m;40h
