Mortal Kombat X;Single-Player;Polled;Average;Median;Main Story;357;5h 42m;5h 20m;Main + Extras;102;17h 08m;13h;Completionists;6;67h 41m;48h 04m;All PlayStyles;465;9h 01m;6h
NBA 2K15;Single-Player;Polled;Average;Median;Main Story;10;56h 47m;49h 30m;Main + Extras;7;257h 27m;135h;All PlayStyles;17;139h 25m;95h 03m
Danganronpa 1-2 Reload;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Madden NFL 16;Single-Player;Polled;Average;Median;Main Story;8;42h 03m;27h 30m;Main + Extras;4;63h 32m;57h 41m;Completionists;1;38h;38h;All PlayStyles;13;48h 21m;38h
Horizon Zero Dawn: The Frozen Wilds;Single-Player;Polled;Average;Median;Main Story;83;7h 41m;8h;Main + Extras;173;13h 25m;12h 30m;Completionists;136;17h 56m;18h;All PlayStyles;392;13h 46m;13h
Detention (2017);Single-Player;Polled;Average;Median;Main Story;128;3h 19m;3h 04m;Main + Extras;56;3h 53m;3h 30m;Completionists;46;4h 06m;4h;All PlayStyles;230;3h 36m;3h 25m
SUPERHOT;Single-Player;Polled;Average;Median;Main Story;1.2K;2h 28m;2h 15m;Main + Extras;312;5h 19m;4h 30m;Completionists;61;20h 24m;20h;All PlayStyles;1.6K;3h 43m;2h 30m
Street Fighter: 30th Anniversary Collection;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
SteamWorld Heist;Single-Player;Polled;Average;Median;Main Story;146;12h 23m;12h 06m;Main + Extras;238;17h 13m;16h;Completionists;55;21h 19m;20h 46m;All PlayStyles;439;16h 07m;15h
Tales From The Borderlands: Episode 3 - Catch A Ride;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Iconoclasts;Single-Player;Polled;Average;Median;Main Story;191;11h 11m;10h 43m;Main + Extras;144;13h 16m;13h;Completionists;52;16h 09m;15h 20m;All PlayStyles;387;12h 38m;12h
Assassin's Creed Odyssey;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
VA-11 Hall-A: Cyberpunk Bartender Action;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
ZEN Pinball 2: The Walking Dead;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Freedom Finger;Single-Player;Polled;Average;Median;Main Story;3;4h 35m;4h 45m;Main + Extras;1;6h 30m;6h 30m;Completionists;1;12h;12h;All PlayStyles;5;6h 27m;5h
Laser League;Single-Player;Polled;Average;Median;Main Story;4;2h 52m;2h 15m;Main + Extras;1;40h;40h;All PlayStyles;5;10h 18m;2h 30m
Street Fighter V: Champion Edition;Single-Player;Polled;Average;Median;Main Story;7;3h 08m;2h 58m;Main + Extras;2;8h 25m;8h 25m;Completionists;1;16h;16h;All PlayStyles;10;5h 29m;3h 38m
Sayonara Wild Hearts;Single-Player;Polled;Average;Median;Main Story;333;1h 22m;1h 18m;Main + Extras;62;2h 51m;2h 04m;Completionists;23;9h 50m;9h 28m;All PlayStyles;418;2h 03m;1h 21m
Watch Dogs 2;Single-Player;Polled;Average;Median;Main Story;457;19h 11m;19h;Main + Extras;716;32h 16m;30h;Completionists;253;47h 11m;43h;All PlayStyles;1.4K;30h 43m;28h
Hand of Fate 2;Single-Player;Polled;Average;Median;Main Story;15;20h 27m;19h;Main + Extras;18;42h 04m;40h 30m;Completionists;5;68h 14m;78h;All PlayStyles;38;36h 59m;34h 13m
FIFA 16;Single-Player;Polled;Average;Median;Main Story;16;62h 48m;65h;Main + Extras;16;177h 37m;64h 30m;Completionists;2;358h;358h;All PlayStyles;34;134h 12m;70h
Nuclear Throne;Single-Player;Polled;Average;Median;Main Story;35;17h;15h;Main + Extras;15;69h 16m;45h;Completionists;4;143h 15m;131h 30m;All PlayStyles;54;40h 52m;19h 36m
Wreckfest;Single-Player;Polled;Average;Median;Main Story;35;19h 23m;18h 50m;Main + Extras;21;21h 44m;21h;Completionists;14;26h 08m;25h 24m;All PlayStyles;70;21h 26m;20h
Outer Wilds;Single-Player;Polled;Average;Median;Main Story;136;15h 45m;15h 40m;Main + Extras;280;20h 52m;20h;Completionists;142;24h 16m;23h;All PlayStyles;558;20h 29m;20h
Project CARS 2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Katamari Damacy Reroll;Single-Player;Polled;Average;Median;Main Story;168;4h 32m;4h 30m;Main + Extras;135;5h 25m;5h;Completionists;13;11h 11m;7h 24m;All PlayStyles;316;5h 11m;5h
Yakuza 5;Single-Player;Polled;Average;Median;Main Story;126;38h 41m;36h 08m;Main + Extras;252;68h 29m;64h 47m;Completionists;12;123h 32m;123h 08m;All PlayStyles;390;60h 33m;56h 08m
The Pinball Arcade;Single-Player;Polled;Average;Median;Main Story;5;1h 04m;1h;Main + Extras;2;5h 06m;5h 06m;Completionists;1;50h;50h;All PlayStyles;8;8h 11m;1h
Borderlands: The Handsome Collection;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Tom Clancy's The Division 2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Madden NFL 18;Single-Player;Polled;Average;Median;Main Story;24;6h 14m;4h 41m;Main + Extras;8;83h 40m;78h 29m;Completionists;1;15h;15h;All PlayStyles;33;25h 16m;5h
Madden NFL 17;Single-Player;Polled;Average;Median;Main Story;9;41h 55m;25h;Main + Extras;3;64h 47m;65h 22m;All PlayStyles;12;47h 38m;31h
F1 2016;Single-Player;Polled;Average;Median;Main Story;9;22h 47m;20h;Main + Extras;2;19h 57m;19h 57m;Completionists;2;39h 46m;39h 46m;All PlayStyles;13;24h 57m;24h 55m
Destiny 2: Forsaken;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Yooka-Laylee and the Impossible Lair;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
N++;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pro Evolution Soccer 2015;Single-Player;Polled;Average;Median;Main Story;6;57h 40m;49h;Main + Extras;4;117h 25m;124h 50m;Completionists;4;182h 30m;190h;All PlayStyles;14;110h 24m;85h
Desperados III;Single-Player;Polled;Average;Median;Main Story;94;26h 32m;25h 35m;Main + Extras;31;38h 48m;37h;Completionists;10;56h 34m;50h 30m;All PlayStyles;135;31h 34m;29h 55m
Dark Souls III: The Ringed City;Single-Player;Polled;Average;Median;Main Story;57;7h 27m;7h;Main + Extras;79;8h 22m;8h;Completionists;45;11h 21m;10h;All PlayStyles;181;8h 49m;8h
I Expect You To Die;Single-Player;Polled;Average;Median;Main Story;42;2h 45m;2h 38m;Main + Extras;28;3h 40m;3h 25m;Completionists;11;4h 52m;5h;All PlayStyles;81;3h 21m;3h
Sairento VR;Single-Player;Polled;Average;Median;Main Story;4;1h 54m;1h 58m;Main + Extras;1;5h;5h;All PlayStyles;5;2h 31m;2h
Huntdown;Single-Player;Polled;Average;Median;Main Story;16;5h 54m;5h 30m;Main + Extras;6;7h 06m;7h 07m;All PlayStyles;22;6h 14m;5h 42m
Galak-Z: The Dimensional;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Sportsfriends;Multi-Player;Polled;Average;Median;Competitive;1;3h;3h
Hitman 2 (2018);Single-Player;Polled;Average;Median;Main Story;263;10h 28m;10h;Main + Extras;174;32h 09m;25h;Completionists;25;128h 03m;120h;All PlayStyles;462;25h;13h
Death Stranding;Single-Player;Polled;Average;Median;Main Story;870;41h 03m;40h;Main + Extras;1K;60h 34m;56h 20m;Completionists;348;115h 38m;109h 55m;All PlayStyles;2.3K;61h 32m;51h
Skullgirls: 2nd Encore;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Invisible, Inc. Console Edition;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Resident Evil 4;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Mortal Kombat 11;Single-Player;Polled;Average;Median;Main Story;228;6h 18m;6h;Main + Extras;64;21h 42m;11h;Completionists;20;46h 47m;32h 12m;All PlayStyles;312;12h 04m;6h 24m
Spyro Reignited Trilogy;Single-Player;Polled;Average;Median;Main Story;69;17h 45m;18h;Main + Extras;114;25h 07m;24h;Completionists;324;31h 37m;30h;All PlayStyles;507;28h 16m;27h
Little Nightmares II;Single-Player;Polled;Average;Median;Main Story;167;5h 36m;5h 30m;Main + Extras;67;6h 21m;6h 04m;Completionists;32;8h 33m;8h 09m;All PlayStyles;266;6h 09m;6h
Control;Single-Player;Polled;Average;Median;Main Story;466;11h 33m;11h 30m;Main + Extras;693;18h 47m;18h;Completionists;254;26h 28m;25h;All PlayStyles;1.4K;17h 47m;16h
eFootball PES 2020;Single-Player;Polled;Average;Median;Main Story;4;85h 30m;28h;Main + Extras;3;65h 20m;45h;Completionists;3;513h 40m;180h;All PlayStyles;10;207h 54m;83h
Dishonored: Death of the Outsider;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Streets of Rage 4;Single-Player;Polled;Average;Median;Main Story;307;3h 19m;3h;Main + Extras;67;6h 22m;5h 23m;Completionists;12;22h 25m;20h;All PlayStyles;386;4h 26m;3h 10m
Two Point Hospital;Single-Player;Polled;Average;Median;Main Story;17;45h 09m;33h 10m;Main + Extras;29;80h 28m;65h 24m;Completionists;11;141h;139h 02m;All PlayStyles;57;81h 37m;70h
Lovers in a Dangerous Spacetime;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
GRIS;Single-Player;Polled;Average;Median;Main Story;955;3h 33m;3h 30m;Main + Extras;395;4h 05m;4h;Completionists;183;6h 31m;6h 12m;All PlayStyles;1.5K;4h 02m;3h 45m
Enter the Gungeon;Single-Player;Polled;Average;Median;Main Story;84;22h 30m;20h;Main + Extras;74;62h 39m;51h;Completionists;59;159h 38m;146h 20m;All PlayStyles;217;73h 29m;45h
Child of Light;Single-Player;Polled;Average;Median;Main Story;380;11h 22m;11h;Main + Extras;423;14h 03m;13h;Completionists;220;15h 52m;15h;All PlayStyles;1K;13h 26m;12h 45m
The Last Guardian;Single-Player;Polled;Average;Median;Main Story;350;11h 47m;12h;Main + Extras;113;12h 48m;13h;Completionists;12;21h 19m;18h 19m;All PlayStyles;475;12h 16m;12h
Sprint Vector;Single-Player;Polled;Average;Median;Main + Extras;1;12h 36m;12h 36m;All PlayStyles;1;12h 36m;12h 36m
Fuser;Single-Player;Polled;Average;Median;Main Story;3;10h 49m;9h 15m;Main + Extras;1;16h;16h;All PlayStyles;4;12h 07m;12h 09m
The Legend of Heroes: Trails of Cold Steel III;Single-Player;Polled;Average;Median;Main Story;28;60h 34m;63h 45m;Main + Extras;169;102h 22m;100h 05m;Completionists;57;127h 52m;122h;All PlayStyles;254;103h 29m;100h 12m
