Tomodachi Life;Single-Player;Polled;Average;Median;Main Story;28;19h 47m;20h;Main + Extras;35;64h 48m;59h 30m;Completionists;8;171h 50m;149h 30m;All PlayStyles;71;59h 07m;35h
Ikachan;Single-Player;Polled;Average;Median;Main Story;15;1h 15m;1h 15m;Main + Extras;1;42m;42m;Completionists;7;1h 17m;1h 14m;All PlayStyles;23;1h 14m;1h 14m
WWE All Stars;Single-Player;Polled;Average;Median;Main Story;10;4h 07m;3h 52m;Main + Extras;5;14h 38m;12h 23m;Completionists;5;26h 15m;17h;All PlayStyles;20;12h 17m;9h 08m
LEGO Harry Potter: Years 5-7;Single-Player;Polled;Average;Median;Main Story;81;11h 09m;11h;Main + Extras;54;17h 03m;15h 48m;Completionists;143;25h 09m;25h;All PlayStyles;278;19h 30m;19h 28m
LEGO Pirates of the Caribbean: The Video Game;Single-Player;Polled;Average;Median;Main Story;59;8h 25m;8h 28m;Main + Extras;44;15h 10m;15h;Completionists;78;25h 22m;25h;All PlayStyles;181;17h 22m;16h
Naruto Powerful Shippuden;Single-Player;Polled;Average;Median;Main Story;5;6h 33m;6h 55m;Main + Extras;2;18h 30m;18h 30m;Completionists;1;12h;12h;All PlayStyles;8;10h 13m;7h 10m
CRUSH3D;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ace Combat: Assault Horizon Legacy;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pilotwings Resort;Single-Player;Polled;Average;Median;Main Story;35;4h 18m;4h;Main + Extras;26;9h 49m;8h 52m;Completionists;18;17h 01m;15h 58m;All PlayStyles;79;9h 01m;6h 39m
Detective Pikachu;Single-Player;Polled;Average;Median;Main Story;64;11h 59m;11h 59m;Main + Extras;36;13h 47m;13h 25m;Completionists;26;15h 07m;12h 52m;All PlayStyles;126;13h 09m;12h 19m
Fractured Soul;Single-Player;Polled;Average;Median;Main Story;7;4h 25m;4h 35m;Main + Extras;4;3h 15m;3h 18m;All PlayStyles;11;3h 59m;3h 29m
Steel Diver: Sub Wars;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Hyrule Warriors: Legends;Single-Player;Polled;Average;Median;Main Story;25;16h 22m;16h 09m;Main + Extras;13;34h 22m;22h 49m;Completionists;2;321h 35m;321h 35m;All PlayStyles;40;37h 29m;18h 26m
