RED DEAD REDEMPTION 2;97;8.5;PlayStation 4;Rockstar Games;Rockstar Games;Oct 26, 2018;Developed by the creators of Grand Theft Auto V and Red Dead Redemption, Red Dead Redemption 2 is an epic tale of life in America’s unforgiving heartland. The game’s vast and atmospheric world also provides the foundation for a brand new online multiplayer experience. America, 1899. The end… Expand;99 ;Action Adventure,Open-World
GRAND THEFT AUTO V;97;8.4;PlayStation 4;Rockstar Games;Rockstar North;Nov 18, 2014;The sprawling sun-soaked metropolis of Los Santos is chock full of self-help coaches, starlets and C-List celebrities, once on top of the media world, now struggling to stay relevant in time of economic malaise and lowest-common-denominator reality TV. Amidst this madness, three unique… Expand;66 ;Action Adventure,Modern,Open-World
PERSONA 5 ROYAL;95;8.4;PlayStation 4;Atlus;Atlus;Mar 31, 2020;Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and… Expand;71 ;Role-Playing,Japanese-Style
THE LAST OF US REMASTERED;95;9.2;PlayStation 4;SCEA;Naughty Dog;Jul 29, 2014;The Last of Us has been rebuilt for the PlayStation4 system. Now featuring full 1080p, higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements. 20 years after a pandemic has radically changed known civilization, infected humans… Expand;70 ;Action Adventure,General,Modern
GOD OF WAR;94;9.2;PlayStation 4;Sony Interactive Entertainment;SCE Santa Monica;Apr 20, 2018;His vengeance against the gods of Olympus far behind him, Kratos now lives as a man in the lands of Norse Gods and monsters. It is in this harsh, unforgiving world that he must fight to survive… and teach his son to do the same. As mentor and protector to a son determined to earn his… Expand;118 ;Action Adventure,Linear
THE LAST OF US PART II;93;5.7;PlayStation 4;SCEA ;Naughty Dog;Jun 19, 2020;Five years after their dangerous journey across the post-pandemic United States, Ellie and Joel have settled down in Jackson, Wyoming. Living amongst a thriving community of survivors has allowed them peace and stability, despite the constant threat of the infected and other, more desperate… Expand;121 ;General,Action Adventure,Survival
PERSONA 5;93;8.7;PlayStation 4;Atlus;Atlus;Apr 4, 2017;Beneath the veneer of typical urban high school life, a group of teenagers mask their mysterious alter egos, their "phantom thief" side. Who are they? Why are they dressed as such? What are their motives? And... why are they being pursued? A picaresque coming-of-age story, Persona 5 brings a… Expand;98 ;Role-Playing,Japanese-Style
METAL GEAR SOLID V: THE PHANTOM PAIN;93;8.2;PlayStation 4;Konami;Kojima Productions;Sep 1, 2015;Following the prologue METAL GEAR SOLID V: GROUND ZEROES, METAL GEAR SOLID V: THE PHANTOM PAIN concludes the METAL GEAR SOLID V experience by following the story of the protagonist of the series, Big Boss (a.k.a. Snake). The METAL GEAR SOLID V experience is Creator and Director Hideo… Expand;86 ;Modern,Action Adventure,Modern,Open-World
UNCHARTED 4: A THIEF'S END;93;8.7;PlayStation 4;SCEA ;Naughty Dog;May 10, 2016;Set 3 years after the events of Uncharted 3, Nathan Drake has apparently left the world of fortune hunting behind. However, it doesn’t take long for adventure to come calling when Drake’s brother, Sam, re-emerges asking for his help to save his own life and offering an adventure Drake cannot… Expand;113 ;General,Modern,Action Adventure,Linear
JOURNEY;92;8.3;PlayStation 4;SCEA;Tricky Pixels;Jul 21, 2015;The pioneers that brought you the award-winning PlayStation Network titles flOw & Flower are back with another title that challenges traditional gaming conventions. With Journey, thatgamecompany (TGC) continues its tradition of delivering simple gameplay and accessible controls in a rich… Expand;45 ;Action,Platformer,3D
