BLOCK BREAKER DELUXE;70;8.4;Gameloft;Gameloft;Jun 16, 2008;[WiiWare] Block Breaker Deluxe is a reinvention of the classic arcade brick-breaker game with a trendy graphical style, fun atmosphere and an exclusive multiplayer mode. Lively characters and amazing graphics provide distinctive settings of the jet-set nightlife, including a cool bar, dance… Expand;12 ;Miscellaneous,Puzzle,Action,General,Puzzle,Action
PEARL HARBOR TRILOGY - 1941: RED SUN RISING;70;8.4;Legendo Entertainment;Arcade Moon;Jul 5, 2010;[WiiWare] Pearl Harbor Trilogy - 1941: Red Sun Rising is the first title in a trilogy of air-combat action games for the WiiWare service. Take off from aircraft carrier decks and historic military bases as you conduct covert strikes, engage in furious dogfights and fly search-and-destroy… Expand;16 ;Action,Simulation,General,Flight,WWII,WWII,Combat
TENCHU: SHADOW ASSASSINS;70;7.3;Ubisoft;Acquire;Feb 5, 2009;Tenchu: Shadow Assassins uses the Wii Remote to fight, dash, jump and kill like a true ninja. Players continue the saga of Rikimaru and Ayame, elite ninjas who must use their lethal skills to keep the peace in feudal Japan. Playing as both stealthy Rikimaru and aggressive and acrobatic… Expand;35 ;Action Adventure,Historic,General,Historic
LITTLE LEAGUE WORLD SERIES BASEBALL 2008;70;8.0;Activision;Now Production;Aug 5, 2008;Little League World Series is the first officially licensed Little League video game to hit next-generation consoles. Bat, pitch and field your way from local sandlot slugger to Little League World Series Champion. Featuring eight U.S. and eight international teams, extraordinarily deep… Expand;8 ;Sports,Traditional,Team,Baseball,Arcade,Arcade
KUNG FU PANDA;70;6.7;Activision;Xpec;Jun 3, 2008;In Kung Fu Panda, players embark on an epic, action-packed adventure as they master the specialized Kung Fu fighting styles of Po the Panda, the unlikely hero, his teacher Shifu, and the legendary Kung Fu masters, the Furious Five: Monkey, Tigress, Viper, Mantis and Crane. Through 13… Expand;20 ;Action,Platformer,Platformer,3D,3D
PRINCE OF PERSIA: RIVAL SWORDS;70;7.8;Ubisoft;Ubisoft Montreal;Apr 3, 2007;The Prince of Persia makes his way home to Babylon, bearing with him Kaileena, the enigmatic Empress of Time, and unspeakable scars from the Island of Time. But instead of the peace he longs for, he finds his kingdom ravaged by war and Kaileena the target of a brutal plot. When she is… Expand;30 ;Action Adventure,Fantasy,General,Fantasy
ART STYLE: ROTOHEX;70;tbd;Nintendo;Nintendo;Oct 27, 2008;[WiiWare] Use colored triangular panels to create a vibrant mosaic of stained glass in Art Style: ROTOHEX. As triangles fall from the top of the screen, rotate them to group six panels of the same color and create a matching hexagon, or HEX. Once the HEX has been formed, it will disappear,… Expand;7 ;Miscellaneous,Puzzle,Puzzle,General,Puzzle,General
THE KING OF FIGHTERS COLLECTION: THE OROCHI SAGA;70;7.2;SNK Playmore;SNK Playmore;Dec 2, 2008;The first ever collection of THE KING OF FIGHTERS, consisting of 5 complete games. KOF 94, 95, 96, 97, 98. [SNK Playmore];15 ;Action,Miscellaneous,Fighting,Compilation,2D
SUPER MARIO ALL-STARS: 25TH ANNIVERSARY EDITION;70;7.7;Nintendo;Nintendo;Dec 12, 2010;The games included in the Super Mario All-Stars collection are Super Mario Bros., Super Mario Bros.: The Lost Levels, Super Mario Bros. 2 and Super Mario Bros. 3.;29 ;Miscellaneous,Compilation,Compilation
MONOPOLY;70;7.4;Electronic Arts;Electronic Arts;Oct 20, 2008;The Monopoly video games promise a fresh take on the timeless classic with accessible gameplay for players of all ages and skill levels. The all-new digital gaming edition brings a party twist and features 4-player simultaneous play, ensuring that everyone is engaged and allowing the whole… Expand;11 ;Miscellaneous,Board Games,Board Games,Board / Card Game
F1 2009;69;7.2;Codemasters;Sumo Digital;Nov 16, 2009;(Also known as "Formula One 2009") F1 2009 offers a fully authentic FIA Formula One championship experience with all the teams, drivers, cars and tracks from the 2009 season.;29 ;Driving,Racing,Simulation,Formula One,Formula One,Automobile
SPEED RACER;69;8.1;Warner Bros. Interactive Entertainment;Sidhe Interactive;May 6, 2008;Players take on the role of the characters from the Speed Racer film, getting behind the wheels of each character’s signature vehicles to experience first hand the film’s high adrenaline, combative racing style. The car-fu style of action within the game closely represent the action style… Expand;30 ;Driving,Racing,Arcade,Drag,Futuristic,Drag
GRADIUS REBIRTH;69;7.9;Konami;M2;Mar 9, 2009;[WiiWare] Blast your way through levels filled with alien spaceships and otherworldly creatures in this retro side-scrolling shooter. Pick your weapons carefully and upgrade them to create a devastating arsenal of space-aged weapons that will aid you in your challenging mission. Players can… Expand;8 ;Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal
CARS 2: THE VIDEO GAME;69;6.7;Disney Interactive Studios;Disney Interactive Studios;Jun 21, 2011;Inspired by the upcoming DisneyPixar animated film, Cars 2: The Video Game lets players jump into the Cars 2 universe with some of their favorite Cars personalities in exotic locations around the globe.;9 ;Driving,Racing,General,General,Arcade,Automobile
KORORINPA: MARBLE MANIA;69;8.4;Konami;Hudson;Mar 20, 2007;Using the Wii Remote, players navigate their balls through a series of complex 3D mazes. No complicated button combinations are required - just the tilt of the Wii Remote to tip and tilt the game environment in all directions. Each ball in the game has its own level of response, speed, slide… Expand;39 ;Miscellaneous,Puzzle,Action,General,Puzzle,Action
HARRY POTTER AND THE ORDER OF THE PHOENIX;69;5.8;EA Games;EA Games;Jun 25, 2007;In Harry Potter and the Order of the Phoenix, Harry returns for his fifth year of study at Hogwarts and discovers that much of the wizarding community has been denied the truth about the teenager’s recent encounter with the evil Lord Voldemort. Fearing that Hogwarts' venerable Headmaster,… Expand;34 ;Action Adventure,Fantasy,General,Fantasy
HARVEST MOON: MAGICAL MELODY;69;8.6;Natsume;Marvelous Entertainment;Aug 25, 2009;(Currently available in the UK/EU only) Choose your plot of land from either Ocean Side, River Side or in the centre of Flower Bud village and start farming. With a wealth of animals to tend and crops to grow, Harvest Moon: Magical Melody offers gamers, young and old, hours of agricultural… Expand;14 ;Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Business / Tycoon
THE CONDUIT;69;8.1;Sega;High Voltage Software;Jun 23, 2009;The Conduit is a first-person action shooter that promises to provide some of the best visuals seen to date on Nintendo's Wii gaming console. Using their proprietary Quantum 3 Game Engine technology, the team at High Voltage Software fuses fast and fluid gameplay with an advanced set of… Expand;79 ;Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade
HOOPWORLD;69;7.6;Virtual Toys;Virtual Toys;Jul 19, 2010;[WiiWare] Long ago, a lost civilization called the Elders, who worshiped the magical power of Nature, built a network of sacred temples around the world. Millennia have since passed, and the temples now lie in ruins. But their energy still resonates from the land, attracting adventurers… Expand;7 ;Sports,Traditional,Team,Basketball,Arcade,Arcade
TONY HAWK'S DOWNHILL JAM;69;6.4;Activision;Toys for Bob;Nov 14, 2006;Tony Hawk's Downhill Jam delivers an innovative and unique skateboard experience focused on head-to-head racing. The game allows players to feel the breakneck speed of downhill competition as they tear up the world's steepest terrains while performing tricks and outmaneuvering opponents in… Expand;42 ;Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard
MONSTERS VS. ALIENS;69;tbd;Activision;Beenox;Mar 24, 2009;Based on the DreamWorks 3D feature film, Monsters vs. Aliens puts the fate of the planet in players' hands, to save the world as only a monster can. Bash, skate, and ooze as the macho half-ape, half-fish The Missing Link, the 49’11" tall woman, Ginormica, and the gelatinous, indestructible,… Expand;12 ;Action Adventure,Sci-Fi,Sci-Fi,General
GYROSTARR;69;8.5;High Voltage Software;High Voltage Software;Jun 23, 2008;[WiiWare] Gyrostarr challenges you and up to three additional players to pilot your ships through a series of twisting, turning technoplasma tracks while battling a variety of deadly alien foes at ever-increasing speeds. While fighting and maneuvering, you must collect enough energy to… Expand;11 ;Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down
