Stephen's Sausage Roll;90;5.5;PC;April 18, 2016;/game/pc/stephens-sausage-roll;https://static.metacritic.com/images/products/games/8/f28bf9b7dd8fc14321b104cc64fc664c-98.jpg
Tony Hawk's Pro Skater 3;90;8.4;PC;March 28, 2002;/game/pc/tony-hawks-pro-skater-3;https://static.metacritic.com/images/products/games/6/ffbc36110bc702b20df31eb5fd2bfc26-98.jpg
Deus Ex;90;9.2;PC;June 23, 2000;/game/pc/deus-ex;https://static.metacritic.com/images/products/games/6/0b0d347832eccdd1de8d5f65ccf9ee46-98.jpg
Half-Life 2: Episode Two;90;9.2;PC;October 10, 2007;/game/pc/half-life-2-episode-two;https://static.metacritic.com/images/products/games/3/fd2b17399f3f3f9d0c4e3609c5a050b1-98.jpg
Braid;90;8.6;PC;April 10, 2009;/game/pc/braid;https://static.metacritic.com/images/products/games/2/4c434948b157b6eb36a58fff456be011-98.jpg
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut;90;8.6;PC;December 8, 2004;/game/pc/the-chronicles-of-riddick-escape-from-butcher-bay---developers-cut;https://static.metacritic.com/images/products/games/8/de11ad1978515aa9147cfb6ae55ba90d-98.jpg
Sid Meier's Civilization III;90;8.4;PC;October 30, 2001;/game/pc/sid-meiers-civilization-iii;https://static.metacritic.com/images/products/games/8/d9a4e1db1a821699c6b62169057f9974-98.jpg
Silent Hunter III;90;7.8;PC;March 15, 2005;/game/pc/silent-hunter-iii;https://static.metacritic.com/images/products/games/5/c980bf619223799550226ab4deaa5d9a-98.jpg
Bayonetta;90;8.1;PC;April 11, 2017;/game/pc/bayonetta;https://static.metacritic.com/images/products/games/7/125869e80d375f8646eacbc6ee6b2399-98.jpg
Sid Meier's Civilization V;90;8.0;PC;September 21, 2010;/game/pc/sid-meiers-civilization-v;https://static.metacritic.com/images/products/games/5/9f2b3adb38e3d029f63d2f29561b0788-98.jpg
Falcon 4.0: Allied Force;90;7.7;PC;June 28, 2005;/game/pc/falcon-40-allied-force;https://static.metacritic.com/images/products/games/5/1023bfa746ba984a15a12799339768bc-98.jpg
Deus Ex: Human Revolution;90;8.5;PC;August 23, 2011;/game/pc/deus-ex-human-revolution;https://static.metacritic.com/images/products/games/7/aead46735c56e6678f8f5d0c93f5dfe0-98.jpg
Flight Simulator 2002;90;7.3;PC;October 19, 2001;/game/pc/flight-simulator-2002;https://static.metacritic.com/images/products/games/5/ca3b7fa49447d8d76b0381196e75df21-98.jpg
Brothers: A Tale of Two Sons;90;8.5;PC;September 3, 2013;/game/pc/brothers-a-tale-of-two-sons;https://static.metacritic.com/images/products/games/0/2a1a74d94043fa627256096385243bb0-98.jpg
Dota 2;90;6.5;PC;July 9, 2013;/game/pc/dota-2;https://static.metacritic.com/images/products/games/6/50358b9688f34a4042f90ea71a35f4c1-98.jpg
Guild Wars 2;90;8.0;PC;August 28, 2012;/game/pc/guild-wars-2;https://static.metacritic.com/images/products/games/2/1e138fb6678dee79be52ac9dee97788c-98.jpg
Freedom Force;90;7.8;PC;March 24, 2002;/game/pc/freedom-force;https://static.metacritic.com/images/products/games/2/489cb3d65cf9cafe13fd36c34d1ac2fb-98.jpg
Into the Breach;90;7.8;PC;February 27, 2018;/game/pc/into-the-breach;https://static.metacritic.com/images/products/games/6/baf3e9c18cf0c657a299ac5b665c7ff4-98.jpg
GTR 2;90;8.6;PC;September 29, 2006;/game/pc/gtr-2;https://static.metacritic.com/images/products/games/7/4a7f9ae805d583d736ed76ec1e7f8631-98.jpg
Grand Theft Auto IV;90;6.9;PC;December 2, 2008;/game/pc/grand-theft-auto-iv;https://static.metacritic.com/images/products/games/4/24f6186b3855a7e399ec53927b02e19f-98.jpg
Total War: Shogun 2;90;8.4;PC;March 15, 2011;/game/pc/total-war-shogun-2;https://static.metacritic.com/images/products/games/9/ff7021fc576aea5718c9bd1c1cc9796d-98.jpg
Empire: Total War;90;7.0;PC;March 3, 2009;/game/pc/empire-total-war;https://static.metacritic.com/images/products/games/4/a64e984acd2bb92f4ea95747fba08bd3-98.jpg
Kentucky Route Zero - Act IV;90;6.3;PC;July 20, 2016;/game/pc/kentucky-route-zero---act-iv;https://static.metacritic.com/images/products/games/3/d719c47528255c6b77b78effd5b12372-98.jpg
Command & Conquer: Red Alert;90;8.7;PC;October 31, 1996;/game/pc/command-conquer-red-alert;https://static.metacritic.com/images/products/games/6/5137bae796a21efbd8bbf120b5d2decb-98.jpg
The Witcher 3: Wild Hunt - Hearts of Stone;89;9.1;PC;October 13, 2015;/game/pc/the-witcher-3-wild-hunt---hearts-of-stone;https://static.metacritic.com/images/products/games/8/cc5ef511722af9ad9d2971d7b4574fe2-98.jpg
Star Wars Jedi Knight II: Jedi Outcast;89;8.7;PC;March 26, 2002;/game/pc/star-wars-jedi-knight-ii-jedi-outcast;https://static.metacritic.com/images/products/games/98w-game.jpg
Resident Evil 2;89;8.9;PC;January 25, 2019;/game/pc/resident-evil-2;https://static.metacritic.com/images/products/games/8/52e5269998add3b4376c3281bc0dd590-98.jpg
The Walking Dead: A Telltale Games Series;89;8.8;PC;April 24, 2012;/game/pc/the-walking-dead-a-telltale-games-series;https://static.metacritic.com/images/products/games/4/a861c098a7c3d37b8b77ba3125be0784-98.jpg
Age of Mythology;89;8.9;PC;November 1, 2002;/game/pc/age-of-mythology;https://static.metacritic.com/images/products/games/9/a876d04d14e624d1c5c6429d674084f5-98.jpg
Sacrifice;89;8.7;PC;November 5, 2000;/game/pc/sacrifice;https://static.metacritic.com/images/products/games/9/2b097f451b3ad253d739f5e51c229bfc-98.jpg
Dark Souls III;89;8.4;PC;April 11, 2016;/game/pc/dark-souls-iii;https://static.metacritic.com/images/products/games/5/6ae465c0460b6b9f071e9a34b3530398-98.jpg
Pillars of Eternity;89;8.3;PC;March 26, 2015;/game/pc/pillars-of-eternity;https://static.metacritic.com/images/products/games/7/d2b7b0524b11a97fed7ee051ac34a046-98.jpg
The Elder Scrolls III: Morrowind;89;8.8;PC;May 1, 2002;/game/pc/the-elder-scrolls-iii-morrowind;https://static.metacritic.com/images/products/games/0/04fe3548574c9162a46ac4ff5f428862-98.jpg
