Tomodachi Life,71,7.7,3DS,June 6, 2014,/game/3ds/tomodachi-life,https://static.metacritic.com/images/products/games/0/71e9583092fb46a15e258d35265857da-98.jpg
Ikachan,71,7.2,3DS,January 31, 2013,/game/3ds/ikachan,https://static.metacritic.com/images/products/games/3/21e2c2ab28e7f50259533599ebc8cde6-98.jpg
WWE All Stars,71,7.1,3DS,November 22, 2011,/game/3ds/wwe-all-stars,https://static.metacritic.com/images/products/games/3/6abd0be6b7601edceda0785b6ba7eb5f-98.jpg
LEGO Harry Potter: Years 5-7,71,6.7,3DS,November 11, 2011,/game/3ds/lego-harry-potter-years-5-7,https://static.metacritic.com/images/products/games/8/f5f48d1b9ae5417a321f1505d5b2da10-98.jpg
LEGO Pirates of the Caribbean: The Video Game,71,7.1,3DS,May 10, 2011,/game/3ds/lego-pirates-of-the-caribbean-the-video-game,https://static.metacritic.com/images/products/games/1/3e3e3efd3743dc4033708fe66eb5d270-98.jpg
Naruto Powerful Shippuden,71,6.0,3DS,March 5, 2013,/game/3ds/naruto-powerful-shippuden,https://static.metacritic.com/images/products/games/9/ad4cd28f081642cb52ca69dae7e6d612-98.jpg
CRUSH3D,71,7.4,3DS,March 6, 2012,/game/3ds/crush3d,https://static.metacritic.com/images/products/games/5/c3036eb41c5baad22f6459c07b0df240-98.jpg
Ace Combat: Assault Horizon Legacy,71,7.6,3DS,November 15, 2011,/game/3ds/ace-combat-assault-horizon-legacy,https://static.metacritic.com/images/products/games/4/d7793fda05214e6e4e6b4f263dc4589f-98.jpg
Pilotwings Resort,71,7.1,3DS,March 27, 2011,/game/3ds/pilotwings-resort,https://static.metacritic.com/images/products/games/0/e5bb19286dccbf78d644bca881380476-98.jpg
Detective Pikachu,71,7.4,3DS,March 23, 2018,/game/3ds/detective-pikachu,https://static.metacritic.com/images/products/games/3/087aadab105ed5bdfddee963d4933808-98.jpg
Fractured Soul,70,7.5,3DS,September 13, 2012,/game/3ds/fractured-soul,https://static.metacritic.com/images/products/games/2/2f976480c639c849373cb70d620c2955-98.jpg
Steel Diver: Sub Wars,70,7.6,3DS,February 13, 2014,/game/3ds/steel-diver-sub-wars,https://static.metacritic.com/images/products/games/8/1be93a8cd1e4d92751f0aacf8daea11e-98.jpg
Hyrule Warriors Legends,70,7.5,3DS,March 25, 2016,/game/3ds/hyrule-warriors-legends,https://static.metacritic.com/images/products/games/2/3c569528ed31a302422cded434b2dfe2-98.jpg
Yo-kai Watch 2: Fleshy Souls,70,7.7,3DS,September 30, 2016,/game/3ds/yo-kai-watch-2-fleshy-souls,https://static.metacritic.com/images/products/games/6/a81a6db6f5463da49a1581557daa5c55-98.jpg
Mercenaries Saga 2: Order Of The Silver Eagle,70,7.4,3DS,July 2, 2015,/game/3ds/mercenaries-saga-2-order-of-the-silver-eagle,https://static.metacritic.com/images/products/games/9/309a5faa6b40f623a5289f4d73531653-98.jpg
